Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1475701200.0 1.0 47 71 119 NA NA NA NA NA 93 134 168 NA NA NA NA NA 3073 327 321 NA NA NA NA NA 3188 350 368 NA NA NA NA NA
1475701200.0 10.0 NA 86 189 0 NA NA NA NA NA 152 253 0 NA NA NA NA NA 2192 2116 602 NA NA NA NA NA 2360 2265 5259 NA NA NA NA
1475701200.0 1000.0 NA 206 115 0 40 NA NA NA NA 276 176 0 79 NA NA NA NA 2080 480 549 112 NA NA NA NA 2195 556 571 169 NA NA NA
1475701200.0 1001.0 NA 190 174 0 0 0 0 0 NA 251 214 0 0 0 0 0 NA 1892 355 6 63 622 18 749 NA 3361 408 24 82 640 24 778
1475701200.0 1002.0 NA 198 59 NA NA NA NA NA NA 263 98 NA NA NA NA NA NA 2342 152 NA NA NA NA NA NA 2446 173 NA NA NA NA NA
1475701200.0 10021.0 NA 152 211 0 NA NA NA NA NA 227 273 0 NA NA NA NA NA 560 1038 657 NA NA NA NA NA 645 1174 801 NA NA NA NA
1475701200.0 10023.0 NA 152 204 0 NA NA NA NA NA 227 273 0 NA NA NA NA NA 448 821 658 NA NA NA NA NA 568 935 723 NA NA NA NA
1475701200.0 10024.0 NA 155 218 0 NA NA NA NA NA 227 290 0 NA NA NA NA NA 546 1149 621 NA NA NA NA NA 1247 1333 641 NA NA NA NA
1475701200.0 10024.1 NA 157 136 0 NA NA NA NA NA 227 185 0 NA NA NA NA NA 397 372 256 NA NA NA NA NA 474 427 267 NA NA NA NA
1475701200.0 10024.2 NA 157 215 0 NA NA NA NA NA 227 289 0 NA NA NA NA NA 511 1126 625 NA NA NA NA NA 604 1311 669 NA NA NA NA
1475701200.0 10024.3 NA 158 135 0 NA NA NA NA NA 227 203 0 NA NA NA NA NA 509 492 312 NA NA NA NA NA 592 584 333 NA NA NA NA
1475701200.0 10024.4 NA 158 212 0 NA NA NA NA NA 231 277 0 NA NA NA NA NA 483 994 594 NA NA NA NA NA 801 1288 634 NA NA NA NA
1475701200.0 10024.5 NA 158 130 0 NA NA NA NA NA 227 203 0 NA NA NA NA NA 415 364 234 NA NA NA NA NA 770 2448 243 NA NA NA NA
1475701200.0 10025.0 NA 157 217 0 NA NA NA NA NA 227 275 0 NA NA NA NA NA 451 919 600 NA NA NA NA NA 540 1078 633 NA NA NA NA
1475701200.0 10026.0 NA 159 218 0 NA NA NA NA NA 227 277 0 NA NA NA NA NA 595 1410 659 NA NA NA NA NA 686 1502 681 NA NA NA NA
1475701200.0 1003.0 NA 172 0 NA NA NA NA NA NA 234 0 NA NA NA NA NA NA 3295 391 NA NA NA NA NA NA 3501 421 NA NA NA NA NA
1475701200.0 1004.0 NA 178 137 0 0 0 0 NA NA 241 179 0 0 0 0 NA NA 597 246 6 58 473 471 NA NA 641 261 14 74 478 475 NA
1475701200.0 101.0 80 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 950 NA NA NA NA NA NA NA 989 NA NA NA NA NA NA NA
1475701200.0 102.0 81 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 686 NA NA NA NA NA NA NA 729 NA NA NA NA NA NA NA
1475701200.0 10224.0 NA 200 242 0 NA NA NA NA NA 272 396 0 NA NA NA NA NA 2686 4323 652 NA NA NA NA NA 3416 35899 685 NA NA NA NA
1475701200.0 10225.0 NA 198 239 0 NA NA NA NA NA 265 387 0 NA NA NA NA NA 2476 3784 599 NA NA NA NA NA 3248 29749 692 NA NA NA NA
1475701200.0 103.0 33 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 351 75 135 NA NA NA NA NA 398 123 166 NA NA NA NA NA
1475701200.0 10424.0 58 150 214 0 NA NA NA NA 100 220 273 0 NA NA NA NA 5569 682 1151 764 NA NA NA NA 6043 858 1257 785 NA NA NA NA
1475701200.0 105.0 47 74 25 NA NA NA NA NA 93 142 56 NA NA NA NA NA 2980 368 4 NA NA NA NA NA 3031 386 8 NA NA NA NA NA
1475701200.0 106.0 34 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 342 72 143 NA NA NA NA NA 395 95 185 NA NA NA NA NA
1475701200.0 10624.0 55 161 222 0 NA NA NA NA 100 222 278 0 NA NA NA NA 5568 735 1266 796 NA NA NA NA 5967 794 1332 823 NA NA NA NA
1475701200.0 107.0 47 78 189 NA NA NA NA NA 94 142 248 NA NA NA NA NA 5084 358 461 NA NA NA NA NA 8549 416 486 NA NA NA NA NA
1475701200.0 108.0 50 81 189 NA NA NA NA NA 97 143 249 NA NA NA NA NA 7063 379 576 NA NA NA NA NA 7844 522 624 NA NA NA NA NA
1475701200.0 10824.0 56 157 212 0 NA NA NA NA 100 221 278 0 NA NA NA NA 5556 769 1390 840 NA NA NA NA 5845 866 1618 871 NA NA NA NA
1475701200.0 109.0 50 78 189 NA NA NA NA NA 97 142 249 NA NA NA NA NA 7221 371 584 NA NA NA NA NA 7380 404 715 NA NA NA NA NA
1475701200.0 11.0 NA 83 199 0 53 NA NA NA NA 151 262 0 89 NA NA NA NA 1953 977 684 34 NA NA NA NA 2055 1323 711 60 NA NA NA
1475701200.0 110.0 41 83 184 NA NA NA NA NA 85 142 248 NA NA NA NA NA 509 272 318 NA NA NA NA NA 530 290 340 NA NA NA NA NA
1475701200.0 1102.0 NA 86 193 98 56 NA NA NA NA 151 257 152 112 NA NA NA NA 1795 2066 1144 95 NA NA NA NA 1888 2447 4262 364 NA NA NA
1475701200.0 111.0 49 77 186 NA NA NA NA NA 94 142 248 NA NA NA NA NA 3143 359 490 NA NA NA NA NA 3375 445 554 NA NA NA NA NA
1475701200.0 112.0 49 75 184 NA NA NA NA NA 94 142 248 NA NA NA NA NA 6103 386 466 NA NA NA NA NA 6694 408 529 NA NA NA NA NA
1475701200.0 113.0 51 81 185 NA NA NA NA NA 97 143 248 NA NA NA NA NA 7579 373 488 NA NA NA NA NA 7823 391 517 NA NA NA NA NA
1475701200.0 114.0 49 76 186 NA NA NA NA NA 96 143 249 NA NA NA NA NA 7279 367 493 NA NA NA NA NA 7397 388 526 NA NA NA NA NA
1475701200.0 115.0 50 75 189 NA NA NA NA NA 97 142 249 NA NA NA NA NA 7251 388 519 NA NA NA NA NA 7508 424 553 NA NA NA NA NA
1475701200.0 116.0 50 83 184 NA NA NA NA NA 96 143 249 NA NA NA NA NA 7528 371 527 NA NA NA NA NA 7720 392 551 NA NA NA NA NA
1475701200.0 117.0 50 84 190 NA NA NA NA NA 96 142 249 NA NA NA NA NA 3854 297 389 NA NA NA NA NA 4024 404 453 NA NA NA NA NA
1475701200.0 118.0 50 79 193 NA NA NA NA NA 97 142 249 NA NA NA NA NA 3835 287 416 NA NA NA NA NA 4103 333 443 NA NA NA NA NA
1475701200.0 119.0 47 79 190 NA NA NA NA NA 94 142 249 NA NA NA NA NA 4904 361 420 NA NA NA NA NA 5182 380 440 NA NA NA NA NA
1475701200.0 12.0 NA 84 190 0 NA NA NA NA NA 151 257 0 NA NA NA NA NA 2023 2098 653 NA NA NA NA NA 2103 2251 729 NA NA NA NA
1475701200.0 120.0 41 71 184 NA NA NA NA NA 85 142 248 NA NA NA NA NA 405 266 329 NA NA NA NA NA 422 280 357 NA NA NA NA NA
1475701200.0 122.0 44 74 183 NA NA NA NA NA 92 142 248 NA NA NA NA NA 633 162 285 NA NA NA NA NA 688 172 314 NA NA NA NA NA
1475701200.0 123.1 179 NA NA NA NA NA NA NA 243 NA NA NA NA NA NA NA 591 NA NA NA NA NA NA NA 694 NA NA NA NA NA NA NA
1475701200.0 123.2 182 NA NA NA NA NA NA NA 246 NA NA NA NA NA NA NA 616 NA NA NA NA NA NA NA 706 NA NA NA NA NA NA NA
1475701200.0 123.3 167 NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA 362 NA NA NA NA NA NA NA 433 NA NA NA NA NA NA NA
1475701200.0 124.1 174 NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA 354 NA NA NA NA NA NA NA 390 NA NA NA NA NA NA NA
1475701200.0 124.2 179 NA NA NA NA NA NA NA 243 NA NA NA NA NA NA NA 570 NA NA NA NA NA NA NA 659 NA NA NA NA NA NA NA
1475701200.0 124.4 167 NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA 385 NA NA NA NA NA NA NA 406 NA NA NA NA NA NA NA
1475701200.0 124.5 167 NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA 394 NA NA NA NA NA NA NA 419 NA NA NA NA NA NA NA
1475701200.0 124.6 163 NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA 382 NA NA NA NA NA NA NA 420 NA NA NA NA NA NA NA
1475701200.0 125.0 49 73 185 NA NA NA NA NA 94 142 249 NA NA NA NA NA 5892 365 455 NA NA NA NA NA 6425 422 588 NA NA NA NA NA
1475701200.0 126.0 42 71 180 NA NA NA NA NA 87 142 248 NA NA NA NA NA 1103 304 324 NA NA NA NA NA 1159 323 2323 NA NA NA NA NA
1475701200.0 127.0 40 80 184 NA NA NA NA NA 86 142 248 NA NA NA NA NA 1484 337 443 NA NA NA NA NA 1512 360 483 NA NA NA NA NA
1475701200.0 128.0 39 73 183 NA NA NA NA NA 80 142 248 NA NA NA NA NA 400 277 300 NA NA NA NA NA 421 355 330 NA NA NA NA NA
1475701200.0 129.0 39 73 183 NA NA NA NA NA 81 142 248 NA NA NA NA NA 402 279 312 NA NA NA NA NA 421 335 379 NA NA NA NA NA
1475701200.0 13.0 NA 86 187 0 NA NA NA NA NA 151 248 0 NA NA NA NA NA 234 657 421 NA NA NA NA NA 290 686 437 NA NA NA NA
1475701200.0 130.0 41 76 184 NA NA NA NA NA 85 142 248 NA NA NA NA NA 492 262 307 NA NA NA NA NA 516 291 334 NA NA NA NA NA
1475701200.0 1301.0 52 194 158 NA NA NA NA NA 96 262 210 NA NA NA NA NA 1046 518 449 NA NA NA NA NA 1454 662 757 NA NA NA NA NA
1475701200.0 1302.0 56 195 162 NA NA NA NA NA 100 253 213 NA NA NA NA NA 3429 450 434 NA NA NA NA NA 4367 3137 875 NA NA NA NA NA
1475701200.0 1303.0 57 200 160 NA NA NA NA NA 101 253 215 NA NA NA NA NA 9318 736 912 NA NA NA NA NA 9450 821 966 NA NA NA NA NA
1475701200.0 1306.0 NA 214 227 0 NA NA NA NA NA 272 290 0 NA NA NA NA NA 537 593 1132 NA NA NA NA NA 614 1428 1158 NA NA NA NA
1475701200.0 1307.0 NA 196 125 40 0 NA NA NA NA 261 198 79 0 NA NA NA NA 569 493 58 432 NA NA NA NA 634 620 69 483 NA NA NA
1475701200.0 1308.0 NA 196 127 39 0 NA NA NA NA 261 199 78 0 NA NA NA NA 691 419 61 435 NA NA NA NA 1200 502 78 466 NA NA NA
1475701200.0 1309.0 NA 223 235 0 NA NA NA NA NA 288 301 0 NA NA NA NA NA 721 906 1174 NA NA NA NA NA 805 1177 5009 NA NA NA NA
1475701200.0 131.0 42 75 188 NA NA NA NA NA 87 142 248 NA NA NA NA NA 1655 371 390 NA NA NA NA NA 1694 391 421 NA NA NA NA NA
1475701200.0 1310.0 NA 218 234 0 NA NA NA NA NA 283 300 0 NA NA NA NA NA 665 832 1200 NA NA NA NA NA 798 5612 1217 NA NA NA NA
1475701200.0 1311.0 NA 214 219 0 64 NA NA NA NA 273 281 0 99 NA NA NA NA 543 630 1391 85 NA NA NA NA 617 711 3223 153 NA NA NA
1475701200.0 1312.0 NA 222 234 0 NA NA NA NA NA 285 299 0 NA NA NA NA NA 679 861 1235 NA NA NA NA NA 778 2279 1340 NA NA NA NA
1475701200.0 1313.0 NA 226 248 0 NA NA NA NA NA 288 312 0 NA NA NA NA NA 724 1246 1189 NA NA NA NA NA 830 1338 1217 NA NA NA NA
1475701200.0 1314.0 NA 217 229 0 NA NA NA NA NA 277 293 0 NA NA NA NA NA 600 729 1166 NA NA NA NA NA 706 1073 1280 NA NA NA NA
1475701200.0 1315.0 NA 205 228 0 NA NA NA NA NA 272 291 0 NA NA NA NA NA 595 702 1285 NA NA NA NA NA 1312 4981 1305 NA NA NA NA
1475701200.0 1316.0 NA 215 226 0 NA NA NA NA NA 275 291 0 NA NA NA NA NA 560 633 1129 NA NA NA NA NA 654 761 1355 NA NA NA NA
1475701200.0 1317.0 NA 202 228 0 NA NA NA NA NA 274 291 0 NA NA NA NA NA 600 630 1178 NA NA NA NA NA 2458 754 1318 NA NA NA NA
1475701200.0 1318.0 NA 211 226 0 NA NA NA NA NA 271 290 0 NA NA NA NA NA 556 594 1157 NA NA NA NA NA 841 1219 2943 NA NA NA NA
1475701200.0 1319.0 NA 216 231 0 NA NA NA NA NA 272 291 0 NA NA NA NA NA 567 622 1128 NA NA NA NA NA 727 839 1146 NA NA NA NA
1475701200.0 132.0 48 75 185 NA NA NA NA NA 92 142 248 NA NA NA NA NA 4170 351 489 NA NA NA NA NA 4316 372 1749 NA NA NA NA NA
1475701200.0 1320.0 NA 219 219 0 NA NA NA NA NA 273 291 0 NA NA NA NA NA 559 643 1148 NA NA NA NA NA 636 6505 1209 NA NA NA NA
1475701200.0 1321.0 NA 208 227 0 NA NA NA NA NA 273 291 0 NA NA NA NA NA 635 685 1291 NA NA NA NA NA 6119 825 1313 NA NA NA NA
1475701200.0 1322.0 NA 209 230 0 NA NA NA NA NA 273 291 0 NA NA NA NA NA 604 658 1157 NA NA NA NA NA 673 720 1180 NA NA NA NA
1475701200.0 1323.0 NA 206 224 0 NA NA NA NA NA 272 289 0 NA NA NA NA NA 566 550 1096 NA NA NA NA NA 711 633 1172 NA NA NA NA
1475701200.0 1324.0 NA 221 231 0 NA NA NA NA NA 288 299 0 NA NA NA NA NA 708 864 1226 NA NA NA NA NA 782 959 1551 NA NA NA NA
1475701200.0 1325.0 NA 222 236 0 66 NA NA NA NA 285 300 0 107 NA NA NA NA 718 855 1221 153 NA NA NA NA 1168 999 1295 256 NA NA NA
1475701200.0 1325.1 NA 225 132 0 NA NA NA NA NA 285 180 0 NA NA NA NA NA 770 412 317 NA NA NA NA NA 883 530 348 NA NA NA NA
1475701200.0 1325.2 NA 228 232 0 NA NA NA NA NA 285 299 0 NA NA NA NA NA 690 885 1231 NA NA NA NA NA 784 1050 1434 NA NA NA NA
1475701200.0 1325.3 NA 220 128 0 NA NA NA NA NA 285 176 0 NA NA NA NA NA 832 437 340 NA NA NA NA NA 970 544 377 NA NA NA NA
1475701200.0 1325.4 NA 218 236 0 NA NA NA NA NA 285 300 0 NA NA NA NA NA 735 954 1191 NA NA NA NA NA 807 1583 1519 NA NA NA NA
1475701200.0 1326.0 NA 220 234 0 NA NA NA NA NA 279 295 0 NA NA NA NA NA 606 641 1119 NA NA NA NA NA 694 715 1137 NA NA NA NA
1475701200.0 1327.0 NA 216 232 0 NA NA NA NA NA 282 297 0 NA NA NA NA NA 663 702 1183 NA NA NA NA NA 1372 1072 7114 NA NA NA NA
1475701200.0 1328.0 NA 210 234 0 NA NA NA NA NA 281 297 0 NA NA NA NA NA 688 768 1196 NA NA NA NA NA 2692 900 1260 NA NA NA NA
1475701200.0 1329.0 NA 222 233 0 NA NA NA NA NA 281 296 0 NA NA NA NA NA 689 787 1404 NA NA NA NA NA 807 1058 1478 NA NA NA NA
1475701200.0 133.0 52 87 189 NA NA NA NA NA 97 142 250 NA NA NA NA NA 8078 393 726 NA NA NA NA NA 8515 453 898 NA NA NA NA NA
1475701200.0 1330.0 NA 218 232 0 NA NA NA NA NA 282 297 0 NA NA NA NA NA 633 736 1193 NA NA NA NA NA 715 806 1814 NA NA NA NA
1475701200.0 1331.0 NA 218 233 0 NA NA NA NA NA 280 296 0 NA NA NA NA NA 604 665 1174 NA NA NA NA NA 677 780 1210 NA NA NA NA
1475701200.0 1332.0 NA 207 232 0 NA NA NA NA NA 281 296 0 NA NA NA NA NA 685 711 1177 NA NA NA NA NA 2595 859 1256 NA NA NA NA
1475701200.0 1333.0 NA 218 228 0 NA NA NA NA NA 274 293 0 NA NA NA NA NA 566 657 1197 NA NA NA NA NA 648 761 2889 NA NA NA NA
1475701200.0 1334.0 NA 220 232 0 NA NA NA NA NA 280 297 0 NA NA NA NA NA 632 773 1200 NA NA NA NA NA 718 1130 1256 NA NA NA NA
1475701200.0 1335.0 NA 217 229 0 NA NA NA NA NA 279 295 0 NA NA NA NA NA 586 704 1189 NA NA NA NA NA 779 3115 2528 NA NA NA NA
1475701200.0 1336.0 NA 222 246 0 NA NA NA NA NA 286 300 0 NA NA NA NA NA 1278 1964 1227 NA NA NA NA NA 1407 2084 1292 NA NA NA NA
1475701200.0 1337.0 NA 226 239 0 NA NA NA NA NA 289 305 0 NA NA NA NA NA 1084 1423 1318 NA NA NA NA NA 1590 1650 1388 NA NA NA NA
1475701200.0 1338.0 NA 217 236 0 NA NA NA NA NA 286 301 0 NA NA NA NA NA 730 813 1236 NA NA NA NA NA 1774 1090 1276 NA NA NA NA
1475701200.0 1339.0 NA 224 238 0 NA NA NA NA NA 287 304 0 NA NA NA NA NA 910 1151 1203 NA NA NA NA NA 1240 1437 1230 NA NA NA NA
1475701200.0 134.0 NA 204 38 0 NA NA NA NA NA 265 70 0 NA NA NA NA NA 2687 8 10 NA NA NA NA NA 2822 14 16 NA NA NA NA
1475701200.0 134.701 NA 45 222 0 NA NA NA NA NA 85 281 0 NA NA NA NA NA 120 3074 331 NA NA NA NA NA 652 6409 392 NA NA NA NA
1475701200.0 134.702 NA 41 215 0 NA NA NA NA NA 83 274 0 NA NA NA NA NA 132 4219 344 NA NA NA NA NA 153 4590 370 NA NA NA NA
1475701200.0 134.703 NA 35 229 0 NA NA NA NA NA 87 286 0 NA NA NA NA NA 135 4242 347 NA NA NA NA NA 3781 6106 365 NA NA NA NA
1475701200.0 134.704 NA 41 216 0 NA NA NA NA NA 83 276 0 NA NA NA NA NA 131 4052 331 NA NA NA NA NA 214 5202 554 NA NA NA NA
1475701200.0 134.705 NA 37 224 0 NA NA NA NA NA 87 283 0 NA NA NA NA NA 133 4475 340 NA NA NA NA NA 178 4969 372 NA NA NA NA
1475701200.0 134.706 NA 42 228 0 NA NA NA NA NA 86 283 0 NA NA NA NA NA 134 4539 358 NA NA NA NA NA 155 5493 460 NA NA NA NA
1475701200.0 134.707 NA 47 225 0 NA NA NA NA NA 86 275 0 NA NA NA NA NA 151 5632 489 NA NA NA NA NA 197 6003 509 NA NA NA NA
1475701200.0 134.708 NA 44 218 0 NA NA NA NA NA 84 276 0 NA NA NA NA NA 132 3821 348 NA NA NA NA NA 783 6876 437 NA NA NA NA
1475701200.0 134.709 NA 47 223 0 NA NA NA NA NA 87 294 0 NA NA NA NA NA 129 4148 328 NA NA NA NA NA 216 9007 359 NA NA NA NA
1475701200.0 134.71 NA 40 212 0 NA NA NA NA NA 80 272 0 NA NA NA NA NA 134 3632 484 NA NA NA NA NA 173 6483 535 NA NA NA NA
1475701200.0 134.801 NA 35 214 0 NA NA NA NA NA 85 274 0 NA NA NA NA NA 143 4011 493 NA NA NA NA NA 189 4736 511 NA NA NA NA
1475701200.0 134.802 NA 38 226 0 NA NA NA NA NA 87 279 0 NA NA NA NA NA 163 5389 326 NA NA NA NA NA 184 5556 345 NA NA NA NA
1475701200.0 134.803 NA 40 217 0 NA NA NA NA NA 87 277 0 NA NA NA NA NA 160 4802 334 NA NA NA NA NA 223 5260 345 NA NA NA NA
1475701200.0 134.804 NA 36 225 0 NA NA NA NA NA 86 288 0 NA NA NA NA NA 166 5541 354 NA NA NA NA NA 258 6681 396 NA NA NA NA
1475701200.0 134.805 NA 39 227 0 NA NA NA NA NA 89 289 0 NA NA NA NA NA 192 7392 492 NA NA NA NA NA 308 8279 572 NA NA NA NA
1475701200.0 134.806 NA 41 226 0 NA NA NA NA NA 85 287 0 NA NA NA NA NA 211 8199 490 NA NA NA NA NA 246 9338 562 NA NA NA NA
1475701200.0 134.807 NA 83 233 0 NA NA NA NA NA 144 297 0 NA NA NA NA NA 531 5339 370 NA NA NA NA NA 824 7429 510 NA NA NA NA
1475701200.0 134.808 NA 80 237 0 NA NA NA NA NA 144 299 0 NA NA NA NA NA 616 7618 520 NA NA NA NA NA 1194 8256 571 NA NA NA NA
1475701200.0 134.809 NA 44 223 0 NA NA NA NA NA 84 277 0 NA NA NA NA NA 162 4960 333 NA NA NA NA NA 292 10198 367 NA NA NA NA
1475701200.0 134.81 NA 44 221 0 NA NA NA NA NA 85 278 0 NA NA NA NA NA 160 5053 352 NA NA NA NA NA 229 6014 367 NA NA NA NA
1475701200.0 134.811 NA 35 222 0 NA NA NA NA NA 86 284 0 NA NA NA NA NA 169 5328 319 NA NA NA NA NA 321 5553 336 NA NA NA NA
1475701200.0 134.812 NA 36 214 0 NA NA NA NA NA 83 271 0 NA NA NA NA NA 156 4416 513 NA NA NA NA NA 193 5328 570 NA NA NA NA
1475701200.0 134.813 NA 110 59 0 NA NA NA NA NA 192 93 0 NA NA NA NA NA 497 55 121 NA NA NA NA NA 527 72 157 NA NA NA NA
1475701200.0 134.901 NA 34 212 0 NA NA NA NA NA 85 272 0 NA NA NA NA NA 149 4036 487 NA NA NA NA NA 193 4538 503 NA NA NA NA
1475701200.0 134.902 NA 36 213 0 NA NA NA NA NA 88 273 0 NA NA NA NA NA 146 3890 322 NA NA NA NA NA 271 9032 605 NA NA NA NA
1475701200.0 134.903 NA 48 215 0 NA NA NA NA NA 88 272 0 NA NA NA NA NA 163 4769 477 NA NA NA NA NA 187 5654 501 NA NA NA NA
1475701200.0 134.904 NA 40 219 0 NA NA NA NA NA 86 279 0 NA NA NA NA NA 154 4330 338 NA NA NA NA NA 237 5365 373 NA NA NA NA
1475701200.0 134.905 NA 38 219 0 NA NA NA NA NA 86 273 0 NA NA NA NA NA 173 4496 447 NA NA NA NA NA 278 4845 461 NA NA NA NA
1475701200.0 134.906 NA 44 219 0 NA NA NA NA NA 86 276 0 NA NA NA NA NA 144 4207 366 NA NA NA NA NA 178 11681 1106 NA NA NA NA
1475701200.0 134.907 NA 82 228 0 NA NA NA NA NA 144 289 0 NA NA NA NA NA 420 3765 325 NA NA NA NA NA 485 4240 341 NA NA NA NA
1475701200.0 134.908 NA 88 237 0 NA NA NA NA NA 146 292 0 NA NA NA NA NA 426 3838 350 NA NA NA NA NA 1207 12848 450 NA NA NA NA
1475701200.0 134.909 NA 40 217 0 NA NA NA NA NA 87 272 0 NA NA NA NA NA 140 3686 307 NA NA NA NA NA 384 13777 367 NA NA NA NA
1475701200.0 134.91 NA 41 211 0 NA NA NA NA NA 86 272 0 NA NA NA NA NA 161 4420 490 NA NA NA NA NA 184 10391 541 NA NA NA NA
1475701200.0 134.911 NA 45 214 0 NA NA NA NA NA 86 274 0 NA NA NA NA NA 174 5028 485 NA NA NA NA NA 345 5813 545 NA NA NA NA
1475701200.0 134.912 NA 37 209 0 NA NA NA NA NA 83 269 0 NA NA NA NA NA 150 3568 508 NA NA NA NA NA 186 4300 547 NA NA NA NA
1475701200.0 134.99601 NA 37 219 0 NA NA NA NA NA 86 280 0 NA NA NA NA NA 196 8269 493 NA NA NA NA NA 306 9173 515 NA NA NA NA
1475701200.0 134.99602 NA 40 212 0 NA NA NA NA NA 86 272 0 NA NA NA NA NA 147 3272 314 NA NA NA NA NA 276 5532 448 NA NA NA NA
1475701200.0 134.99603 NA 45 219 0 NA NA NA NA NA 86 277 0 NA NA NA NA NA 162 4820 330 NA NA NA NA NA 428 7912 425 NA NA NA NA
1475701200.0 134.99901 NA 37 213 0 NA NA NA NA NA 86 273 0 NA NA NA NA NA 162 4749 497 NA NA NA NA NA 231 5378 524 NA NA NA NA
1475701200.0 1340.0 NA 212 229 0 NA NA NA NA NA 277 293 0 NA NA NA NA NA 595 661 1185 NA NA NA NA NA 943 813 3245 NA NA NA NA
