Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1476478800.0 1.0 66 86 141 NA NA 100 137 174 NA NA 3060 545 492 NA NA 3475 769 731 NA NA
1476478800.0 101.0 90 NA NA NA NA 147 NA NA NA NA 2084 NA NA NA NA 2625 NA NA NA NA
1476478800.0 102.0 91 NA NA NA NA 146 NA NA NA NA 1578 NA NA NA NA 1721 NA NA NA NA
1476478800.0 10224.0 NA 161 321 0 NA NA 239 392 0 NA NA 4236 8488 1892 NA NA 4780 8919 1967 NA
1476478800.0 10225.0 NA 173 304 0 NA NA 227 393 0 NA NA 4206 7481 1603 NA NA 4711 7860 1644 NA
1476478800.0 103.0 40 0 0 NA NA 77 0 0 NA NA 793 136 280 NA NA 818 684 492 NA NA
1476478800.0 10424.0 58 119 249 86 0 98 195 300 109 0 11052 1139 2438 188 1705 11166 1354 2721 229 1747
1476478800.0 105.0 52 94 36 NA NA 100 146 57 NA NA 3245 598 4 NA NA 3272 709 7 NA NA
1476478800.0 106.0 41 0 0 NA NA 77 0 0 NA NA 797 137 282 NA NA 961 310 485 NA NA
1476478800.0 10624.0 72 133 242 85 0 98 195 306 109 0 10853 1275 3180 183 1789 11104 1418 3463 348 1944
1476478800.0 107.0 54 84 210 NA NA 102 146 256 NA NA 5745 644 839 NA NA 5847 761 1079 NA NA
1476478800.0 108.0 55 88 210 NA NA 105 147 259 NA NA 9517 698 1090 NA NA 9694 872 1312 NA NA
1476478800.0 10824.0 58 124 245 86 0 98 195 304 109 0 11129 1242 3037 206 1957 11263 1385 3408 389 2118
1476478800.0 109.0 56 86 213 NA NA 102 146 259 NA NA 8885 672 1041 NA NA 8949 792 1359 NA NA
1476478800.0 110.0 50 83 209 NA NA 89 146 254 NA NA 1205 600 678 NA NA 1320 719 1004 NA NA
1476478800.0 1102.0 NA 93 221 131 80 NA 160 265 157 109 NA 4474 5646 3172 213 NA 4876 5822 3317 216
1476478800.0 111.0 55 98 221 NA NA 103 146 255 NA NA 3310 446 677 NA NA 3633 1006 1408 NA NA
1476478800.0 112.0 55 95 210 NA NA 101 147 255 NA NA 5638 653 770 NA NA 5925 829 902 NA NA
1476478800.0 113.0 57 91 212 NA NA 111 147 257 NA NA 6976 660 817 NA NA 7111 831 961 NA NA
1476478800.0 114.0 58 97 212 NA NA 103 147 257 NA NA 6910 659 837 NA NA 6953 766 1087 NA NA
1476478800.0 115.0 57 85 213 NA NA 104 147 258 NA NA 7339 679 944 NA NA 7370 907 1259 NA NA
1476478800.0 116.0 55 95 212 NA NA 102 147 257 NA NA 7861 663 937 NA NA 8000 781 1146 NA NA
1476478800.0 117.0 56 97 208 NA NA 106 147 259 NA NA 9932 687 1051 NA NA 10011 797 1363 NA NA
1476478800.0 118.0 56 88 217 NA NA 103 147 259 NA NA 9484 664 1105 NA NA 9584 878 1263 NA NA
1476478800.0 119.0 54 85 210 NA NA 98 146 255 NA NA 5292 640 774 NA NA 5377 832 1021 NA NA
1476478800.0 120.0 49 82 208 NA NA 88 146 253 NA NA 984 581 646 NA NA 1104 683 898 NA NA
