Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1476392400.0 1.0 54 75 142 NA NA NA NA NA 101 138 174 NA NA NA NA NA 3089 561 462 NA NA NA NA NA 3625 1671 1570 NA NA NA NA NA
1476392400.0 10.0 NA 95 216 0 NA NA NA NA NA 161 264 0 NA NA NA NA NA 4564 4206 1077 NA NA NA NA NA 4711 4545 1226 NA NA NA NA
1476392400.0 1000.0 NA 243 134 0 53 NA NA NA NA 287 184 0 84 NA NA NA NA 4012 745 944 179 NA NA NA NA 4407 1046 989 240 NA NA NA
1476392400.0 1001.0 NA 213 188 0 0 0 0 0 NA 263 219 0 0 0 0 0 NA 3645 539 10 96 917 26 961 NA 3910 630 135 309 1061 174 1117
1476392400.0 1002.0 NA 223 73 NA NA NA NA NA NA 277 102 NA NA NA NA NA NA 3827 246 NA NA NA NA NA NA 5012 447 NA NA NA NA NA
1476392400.0 10021.0 NA 125 234 79 0 NA NA NA NA 207 301 110 0 NA NA NA NA 901 2365 126 1265 NA NA NA NA 1069 2736 194 1410 NA NA NA
1476392400.0 10023.0 NA 119 235 81 0 NA NA NA NA 207 302 109 0 NA NA NA NA 733 1571 131 1427 NA NA NA NA 996 1785 418 1593 NA NA NA
1476392400.0 10024.0 NA 137 238 87 0 NA NA NA NA 207 302 110 0 NA NA NA NA 858 2054 123 1565 NA NA NA NA 997 2456 317 1745 NA NA NA
1476392400.0 10024.1 NA 124 153 65 NA NA NA NA NA 207 203 89 NA NA NA NA NA 830 741 27 NA NA NA NA NA 1316 1378 743 NA NA NA NA
1476392400.0 10024.2 NA 124 241 86 0 NA NA NA NA 207 302 110 0 NA NA NA NA 866 2408 126 1514 NA NA NA NA 1047 2795 212 1752 NA NA NA
