Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1475701200.0 1.0 53 86 142 NA NA NA NA NA 101 137 174 NA NA NA NA NA 3358 576 507 NA NA NA NA NA 3394 673 710 NA NA NA NA NA
1475701200.0 10.0 NA 93 210 0 NA NA NA NA NA 160 263 0 NA NA NA NA NA 4530 4097 1095 NA NA NA NA NA 4795 4413 1222 NA NA NA NA
1475701200.0 1000.0 NA 232 133 0 58 NA NA NA NA 285 185 0 83 NA NA NA NA 3983 732 863 178 NA NA NA NA 4321 3392 1939 1500 NA NA NA
1475701200.0 1001.0 NA 209 184 0 0 0 0 0 NA 262 218 0 0 0 0 0 NA 3592 516 8 91 826 23 814 NA 3780 549 10 212 1351 970 1087
1475701200.0 1002.0 NA 222 75 NA NA NA NA NA NA 275 101 NA NA NA NA NA NA 3973 253 NA NA NA NA NA NA 4212 262 NA NA NA NA NA
1475701200.0 10021.0 NA 170 234 0 NA NA NA NA NA 241 301 0 NA NA NA NA NA 871 2117 1366 NA NA NA NA NA 1102 2307 1507 NA NA NA NA
1475701200.0 10023.0 NA 169 232 0 NA NA NA NA NA 242 301 0 NA NA NA NA NA 738 1899 1370 NA NA NA NA NA 1003 2101 1408 NA NA NA NA
1475701200.0 10024.0 NA 171 240 0 NA NA NA NA NA 242 301 0 NA NA NA NA NA 847 2059 1489 NA NA NA NA NA 1007 2409 1672 NA NA NA NA
1475701200.0 10024.1 NA 174 153 0 NA NA NA NA NA 242 202 0 NA NA NA NA NA 849 789 700 NA NA NA NA NA 953 1041 707 NA NA NA NA
1475701200.0 10024.2 NA 172 234 0 NA NA NA NA NA 242 300 0 NA NA NA NA NA 884 2065 1275 NA NA NA NA NA 1142 2318 1313 NA NA NA NA
1475701200.0 10024.3 NA 172 148 0 NA NA NA NA NA 242 198 0 NA NA NA NA NA 848 737 591 NA NA NA NA NA 993 901 735 NA NA NA NA
1475701200.0 10024.4 NA 171 234 0 NA NA NA NA NA 242 299 0 NA NA NA NA NA 877 2132 1323 NA NA NA NA NA 1087 2323 1363 NA NA NA NA
1475701200.0 10024.5 NA 172 149 0 NA NA NA NA NA 242 199 0 NA NA NA NA NA 861 727 624 NA NA NA NA NA 1132 986 633 NA NA NA NA
1475701200.0 10025.0 NA 175 236 0 NA NA NA NA NA 242 301 0 NA NA NA NA NA 791 1740 1703 NA NA NA NA NA 1005 2001 1743 NA NA NA NA
1475701200.0 10026.0 NA 180 241 0 NA NA NA NA NA 242 301 0 NA NA NA NA NA 903 2653 1659 NA NA NA NA NA 1258 2933 1715 NA NA NA NA
1475701200.0 1003.0 NA 188 0 NA NA NA NA NA NA 251 0 NA NA NA NA NA NA 5844 608 NA NA NA NA NA NA 6168 932 NA NA NA NA NA
1475701200.0 1004.0 NA 196 135 0 0 0 0 NA NA 254 182 0 0 0 0 NA NA 932 299 8 89 971 962 NA NA 1210 433 14 203 1090 980 NA
1475701200.0 101.0 91 NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA 2137 NA NA NA NA NA NA NA 2350 NA NA NA NA NA NA NA
1475701200.0 102.0 92 NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA 1613 NA NA NA NA NA NA NA 1665 NA NA NA NA NA NA NA
1475701200.0 10224.0 NA 210 315 0 NA NA NA NA NA 287 392 0 NA NA NA NA NA 4613 8546 1713 NA NA NA NA NA 4966 8919 1756 NA NA NA NA
1475701200.0 10225.0 NA 209 315 0 NA NA NA NA NA 279 387 0 NA NA NA NA NA 4221 7387 1500 NA NA NA NA NA 4642 7714 1550 NA NA NA NA
1475701200.0 103.0 41 0 0 NA NA NA NA NA 77 0 0 NA NA NA NA NA 785 141 286 NA NA NA NA NA 794 264 347 NA NA NA NA NA
1475701200.0 10424.0 64 180 235 0 NA NA NA NA 103 231 299 0 NA NA NA NA 10530 1171 2720 1787 NA NA NA NA 10892 1282 2975 1838 NA NA NA NA
1475701200.0 105.0 53 82 38 NA NA NA NA NA 101 146 57 NA NA NA NA NA 3269 624 4 NA NA NA NA NA 3304 794 6 NA NA NA NA NA
1475701200.0 106.0 41 0 0 NA NA NA NA NA 77 0 0 NA NA NA NA NA 795 139 285 NA NA NA NA NA 904 297 485 NA NA NA NA NA
1475701200.0 10624.0 64 175 251 0 NA NA NA NA 103 232 304 0 NA NA NA NA 10244 1364 3068 1715 NA NA NA NA 10641 1519 3584 1751 NA NA NA NA
1475701200.0 107.0 54 85 211 NA NA NA NA NA 104 146 254 NA NA NA NA NA 5790 655 803 NA NA NA NA NA 5835 865 950 NA NA NA NA NA
1475701200.0 108.0 57 85 211 NA NA NA NA NA 106 147 257 NA NA NA NA NA 9697 705 1047 NA NA NA NA NA 9762 814 1250 NA NA NA NA NA
1475701200.0 10824.0 64 183 242 0 NA NA NA NA 104 232 303 0 NA NA NA NA 11002 1353 2920 1640 NA NA NA NA 11086 1492 3131 1668 NA NA NA NA
1475701200.0 109.0 57 86 209 NA NA NA NA NA 104 146 257 NA NA NA NA NA 9322 698 1029 NA NA NA NA NA 9495 805 1267 NA NA NA NA NA
1475701200.0 11.0 NA 92 224 0 70 NA NA NA NA 159 270 0 92 NA NA NA NA 3781 1623 1076 44 NA NA NA NA 3970 1905 1109 153 NA NA NA
1475701200.0 110.0 51 84 206 NA NA NA NA NA 89 146 252 NA NA NA NA NA 1212 614 675 NA NA NA NA NA 1323 725 986 NA NA NA NA NA
1475701200.0 1102.0 NA 96 217 122 84 NA NA NA NA 159 263 157 109 NA NA NA NA 4707 5630 3218 210 NA NA NA NA 4987 5911 3499 214 NA NA NA
1475701200.0 111.0 54 84 207 NA NA NA NA NA 101 146 254 NA NA NA NA NA 3428 481 715 NA NA NA NA NA 3556 651 863 NA NA NA NA NA
1475701200.0 112.0 54 82 209 NA NA NA NA NA 104 147 254 NA NA NA NA NA 5582 672 767 NA NA NA NA NA 5631 837 1064 NA NA NA NA NA
1475701200.0 113.0 55 94 210 NA NA NA NA NA 107 147 255 NA NA NA NA NA 6744 659 799 NA NA NA NA NA 6774 820 942 NA NA NA NA NA
1475701200.0 114.0 63 98 211 NA NA NA NA NA 103 147 255 NA NA NA NA NA 6538 669 804 NA NA NA NA NA 6553 822 924 NA NA NA NA NA
1475701200.0 115.0 55 95 208 NA NA NA NA NA 103 147 257 NA NA NA NA NA 7579 705 951 NA NA NA NA NA 7644 808 1185 NA NA NA NA NA
1475701200.0 116.0 55 86 209 NA NA NA NA NA 102 147 256 NA NA NA NA NA 8212 695 914 NA NA NA NA NA 8389 808 1203 NA NA NA NA NA
1475701200.0 117.0 57 89 212 NA NA NA NA NA 110 147 257 NA NA NA NA NA 10111 695 1025 NA NA NA NA NA 10156 798 1231 NA NA NA NA NA
1475701200.0 118.0 63 91 211 NA NA NA NA NA 102 147 258 NA NA NA NA NA 9535 705 1096 NA NA NA NA NA 9588 866 1301 NA NA NA NA NA
1475701200.0 119.0 54 86 210 NA NA NA NA NA 101 146 254 NA NA NA NA NA 5231 660 779 NA NA NA NA NA 5268 730 1084 NA NA NA NA NA
1475701200.0 12.0 NA 91 211 0 NA NA NA NA NA 159 261 0 NA NA NA NA NA 4252 4076 1154 NA NA NA NA NA 4399 4315 1199 NA NA NA NA
1475701200.0 120.0 48 83 206 NA NA NA NA NA 88 146 252 NA NA NA NA NA 987 597 654 NA NA NA NA NA 999 698 802 NA NA NA NA NA
1475701200.0 121.0 57 94 214 NA NA NA NA NA 102 147 258 NA NA NA NA NA 9711 708 1101 NA NA NA NA NA 9763 871 1388 NA NA NA NA NA
1475701200.0 122.0 49 85 210 NA NA NA NA NA 94 146 252 NA NA NA NA NA 1318 315 590 NA NA NA NA NA 1430 388 728 NA NA NA NA NA
1475701200.0 123.1 204 NA NA NA NA NA NA NA 252 NA NA NA NA NA NA NA 1041 NA NA NA NA NA NA NA 1294 NA NA NA NA NA NA NA
1475701200.0 123.2 201 NA NA NA NA NA NA NA 256 NA NA NA NA NA NA NA 1329 NA NA NA NA NA NA NA 1634 NA NA NA NA NA NA NA
1475701200.0 123.3 186 NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA 783 NA NA NA NA NA NA NA 1027 NA NA NA NA NA NA NA
1475701200.0 124.1 197 NA NA NA NA NA NA NA 243 NA NA NA NA NA NA NA 779 NA NA NA NA NA NA NA 970 NA NA NA NA NA NA NA
1475701200.0 124.2 203 NA NA NA NA NA NA NA 251 NA NA NA NA NA NA NA 990 NA NA NA NA NA NA NA 1240 NA NA NA NA NA NA NA
1475701200.0 124.4 197 NA NA NA NA NA NA NA 243 NA NA NA NA NA NA NA 793 NA NA NA NA NA NA NA 982 NA NA NA NA NA NA NA
1475701200.0 124.5 197 NA NA NA NA NA NA NA 243 NA NA NA NA NA NA NA 808 NA NA NA NA NA NA NA 1100 NA NA NA NA NA NA NA
1475701200.0 124.6 193 NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA 808 NA NA NA NA NA NA NA 1023 NA NA NA NA NA NA NA
1475701200.0 125.0 54 82 209 NA NA NA NA NA 99 146 254 NA NA NA NA NA 6532 666 793 NA NA NA NA NA 6700 825 1075 NA NA NA NA NA
1475701200.0 126.0 48 83 206 NA NA NA NA NA 90 146 252 NA NA NA NA NA 2704 618 694 NA NA NA NA NA 2838 775 904 NA NA NA NA NA
1475701200.0 127.0 48 94 208 NA NA NA NA NA 89 146 252 NA NA NA NA NA 2567 619 706 NA NA NA NA NA 2700 826 1004 NA NA NA NA NA
1475701200.0 128.0 49 95 206 NA NA NA NA NA 83 146 251 NA NA NA NA NA 923 617 662 NA NA NA NA NA 1038 777 800 NA NA NA NA NA
1475701200.0 129.0 50 82 206 NA NA NA NA NA 83 146 251 NA NA NA NA NA 957 607 677 NA NA NA NA NA 1077 768 991 NA NA NA NA NA
1475701200.0 13.0 NA 89 208 0 NA NA NA NA NA 159 256 0 NA NA NA NA NA 481 1473 913 NA NA NA NA NA 667 1686 1044 NA NA NA NA
1475701200.0 130.0 49 82 204 NA NA NA NA NA 85 146 252 NA NA NA NA NA 1152 606 669 NA NA NA NA NA 1268 765 810 NA NA NA NA NA
1475701200.0 1301.0 62 210 180 NA NA NA NA NA 99 267 217 NA NA NA NA NA 1871 816 714 NA NA NA NA NA 1923 981 1188 NA NA NA NA NA
1475701200.0 1302.0 62 220 184 NA NA NA NA NA 103 267 220 NA NA NA NA NA 10392 1102 1012 NA NA NA NA NA 10597 1428 1196 NA NA NA NA NA
1475701200.0 1303.0 63 230 181 NA NA NA NA NA 105 267 223 NA NA NA NA NA 17131 1294 1513 NA NA NA NA NA 17423 1483 1927 NA NA NA NA NA
