Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1476435600.0 1.0 48 73 120 NA NA NA NA 94 136 170 NA NA NA NA 2460 219 201 NA NA NA NA 2557 228 214 NA NA NA NA
1476435600.0 10.0 NA 96 193 0 NA NA NA NA 152 254 0 NA NA NA NA 1680 1413 382 NA NA NA NA 1750 1714 389 NA NA NA
1476435600.0 1002.0 NA 199 59 NA NA NA NA NA 266 100 NA NA NA NA NA 2200 140 NA NA NA NA NA 2457 158 NA NA NA NA
1476435600.0 10021.0 NA 111 210 70 0 NA NA NA 187 276 106 0 NA NA NA 539 893 75 468 NA NA NA 672 1555 275 512 NA NA
1476435600.0 10023.0 NA 107 207 65 0 NA NA NA 187 276 106 0 NA NA NA 441 769 81 502 NA NA NA 662 864 138 700 NA NA
1476435600.0 10024.0 NA 116 213 64 0 NA NA NA 185 291 105 0 NA NA NA 339 642 53 376 NA NA NA 386 725 94 387 NA NA
1476435600.0 10024.1 NA 115 138 51 NA NA NA NA 187 187 85 NA NA NA NA 501 342 12 NA NA NA NA 715 375 21 NA NA NA
1476435600.0 10024.2 NA 116 212 71 0 NA NA NA 187 291 106 0 NA NA NA 518 913 77 540 NA NA NA 729 1205 152 585 NA NA
1476435600.0 10024.3 NA 115 134 47 NA NA NA NA 187 204 85 NA NA NA NA 515 443 15 NA NA NA NA 602 510 28 NA NA NA
1476435600.0 10024.4 NA 115 218 64 0 NA NA NA 185 278 105 0 NA NA NA 336 628 53 369 NA NA NA 433 806 114 443 NA NA
1476435600.0 10024.5 NA 115 130 45 NA NA NA NA 187 205 85 NA NA NA NA 513 404 16 NA NA NA NA 607 483 33 NA NA NA
1476435600.0 10025.0 NA 114 215 67 0 NA NA NA 187 277 106 0 NA NA NA 496 804 75 482 NA NA NA 653 1478 296 530 NA NA
1476435600.0 10026.0 NA 117 227 74 0 NA NA NA 185 284 105 0 NA NA NA 374 784 51 351 NA NA NA 463 1029 80 358 NA NA
1476435600.0 1003.0 NA 173 0 NA NA NA NA NA 236 0 NA NA NA NA NA 2850 358 NA NA NA NA NA 3343 400 NA NA NA NA
1476435600.0 1004.0 NA 193 141 0 0 0 0 NA 242 179 0 0 0 0 NA 347 207 4 31 268 276 NA 381 214 17 35 273 287
1476435600.0 101.0 81 NA NA NA NA NA NA 142 NA NA NA NA NA NA 812 NA NA NA NA NA NA 853 NA NA NA NA NA NA
1476435600.0 102.0 83 NA NA NA NA NA NA 142 NA NA NA NA NA NA 644 NA NA NA NA NA NA 669 NA NA NA NA NA NA
1476435600.0 10224.0 NA 156 294 0 NA NA NA NA 232 387 0 NA NA NA NA 1804 2803 405 NA NA NA NA 2242 3274 421 NA NA NA
1476435600.0 10225.0 NA 152 294 0 NA NA NA NA 224 388 0 NA NA NA NA 1868 2553 423 NA NA NA NA 2147 2754 443 NA NA NA
1476435600.0 103.0 34 0 0 NA NA NA NA 75 0 0 NA NA NA NA 317 59 107 NA NA NA NA 348 111 133 NA NA NA NA
1476435600.0 10424.0 62 111 212 67 0 NA NA 97 178 274 105 0 NA NA 3208 436 797 76 496 NA NA 3619 476 847 105 506 NA NA
1476435600.0 105.0 48 85 25 NA NA NA NA 94 144 57 NA NA NA NA 1910 233 1 NA NA NA NA 1932 242 5 NA NA NA NA
1476435600.0 106.0 35 0 0 NA NA NA NA 75 0 0 NA NA NA NA 325 53 109 NA NA NA NA 395 62 129 NA NA NA NA
1476435600.0 10624.0 53 121 214 64 0 NA NA 98 180 279 106 0 NA NA 3138 500 780 71 493 NA NA 3433 557 914 135 613 NA NA
1476435600.0 107.0 50 86 189 NA NA NA NA 95 143 249 NA NA NA NA 2257 249 300 NA NA NA NA 2319 260 313 NA NA NA NA
1476435600.0 108.0 53 75 186 NA NA NA NA 97 143 249 NA NA NA NA 3463 296 399 NA NA NA NA 3650 335 2288 NA NA NA NA
1476435600.0 10824.0 53 119 212 69 0 NA NA 96 179 278 105 0 NA NA 3238 484 785 73 498 NA NA 3311 540 852 306 523 NA NA
1476435600.0 109.0 51 76 189 NA NA NA NA 97 143 249 NA NA NA NA 3259 282 373 NA NA NA NA 4860 903 1169 NA NA NA NA
1476435600.0 11.0 NA 85 200 0 55 NA NA NA 152 262 0 89 NA NA NA 1267 580 366 15 NA NA NA 1288 621 384 28 NA NA
1476435600.0 110.0 40 75 186 NA NA NA NA 83 144 250 NA NA NA NA 637 361 268 NA NA NA NA 684 390 283 NA NA NA NA
1476435600.0 1102.0 NA 86 196 100 65 NA NA NA 152 257 152 112 NA NA NA 1754 1893 1020 94 NA NA NA 1841 3259 1176 220 NA NA
1476435600.0 111.0 49 76 185 NA NA NA NA 96 144 250 NA NA NA NA 2657 299 446 NA NA NA NA 3102 322 537 NA NA NA NA
1476435600.0 112.0 52 78 186 NA NA NA NA 94 143 249 NA NA NA NA 2600 243 295 NA NA NA NA 2699 336 328 NA NA NA NA
1476435600.0 113.0 51 76 190 NA NA NA NA 97 143 249 NA NA NA NA 3036 257 288 NA NA NA NA 3121 273 316 NA NA NA NA
1476435600.0 114.0 51 88 189 NA NA NA NA 97 143 249 NA NA NA NA 2738 266 323 NA NA NA NA 2799 284 358 NA NA NA NA
1476435600.0 115.0 52 78 189 NA NA NA NA 97 143 249 NA NA NA NA 2803 272 359 NA NA NA NA 2825 297 382 NA NA NA NA
1476435600.0 116.0 51 88 187 NA NA NA NA 97 143 249 NA NA NA NA 3080 262 345 NA NA NA NA 3132 285 359 NA NA NA NA
1476435600.0 117.0 51 82 187 NA NA NA NA 97 143 249 NA NA NA NA 3773 281 383 NA NA NA NA 3929 307 2154 NA NA NA NA
1476435600.0 118.0 53 82 187 NA NA NA NA 97 143 251 NA NA NA NA 3451 289 412 NA NA NA NA 3620 320 1135 NA NA NA NA
1476435600.0 119.0 48 75 197 NA NA NA NA 94 143 249 NA NA NA NA 2138 243 282 NA NA NA NA 2226 259 310 NA NA NA NA
1476435600.0 12.0 NA 96 189 0 NA NA NA NA 152 254 0 NA NA NA NA 1547 1392 404 NA NA NA NA 2075 2994 454 NA NA NA
1476435600.0 120.0 43 74 186 NA NA NA NA 85 143 249 NA NA NA NA 382 236 251 NA NA NA NA 392 251 273 NA NA NA NA
1476435600.0 121.0 52 78 192 NA NA NA NA 97 143 249 NA NA NA NA 3566 285 407 NA NA NA NA 3881 338 453 NA NA NA NA
1476435600.0 122.0 54 84 190 NA NA NA NA 92 143 249 NA NA NA NA 497 129 225 NA NA NA NA 551 149 256 NA NA NA NA
1476435600.0 123.1 178 NA NA NA NA NA NA 243 NA NA NA NA NA NA 438 NA NA NA NA NA NA 504 NA NA NA NA NA NA
1476435600.0 123.2 182 NA NA NA NA NA NA 246 NA NA NA NA NA NA 519 NA NA NA NA NA NA 559 NA NA NA NA NA NA
1476435600.0 123.3 166 NA NA NA NA NA NA 230 NA NA NA NA NA NA 298 NA NA NA NA NA NA 338 NA NA NA NA NA NA
1476435600.0 124.1 173 NA NA NA NA NA NA 236 NA NA NA NA NA NA 300 NA NA NA NA NA NA 326 NA NA NA NA NA NA
1476435600.0 124.2 178 NA NA NA NA NA NA 244 NA NA NA NA NA NA 425 NA NA NA NA NA NA 452 NA NA NA NA NA NA
1476435600.0 124.4 173 NA NA NA NA NA NA 236 NA NA NA NA NA NA 301 NA NA NA NA NA NA 340 NA NA NA NA NA NA
1476435600.0 124.5 173 NA NA NA NA NA NA 240 NA NA NA NA NA NA 309 NA NA NA NA NA NA 336 NA NA NA NA NA NA
1476435600.0 124.6 168 NA NA NA NA NA NA 226 NA NA NA NA NA NA 323 NA NA NA NA NA NA 352 NA NA NA NA NA NA
1476435600.0 125.0 49 77 197 NA NA NA NA 94 143 249 NA NA NA NA 2496 254 277 NA NA NA NA 2512 264 288 NA NA NA NA
1476435600.0 126.0 44 80 187 NA NA NA NA 87 143 249 NA NA NA NA 823 233 263 NA NA NA NA 830 252 291 NA NA NA NA
1476435600.0 127.0 41 71 185 NA NA NA NA 86 143 249 NA NA NA NA 782 238 272 NA NA NA NA 796 259 297 NA NA NA NA
1476435600.0 128.0 41 76 185 NA NA NA NA 81 143 249 NA NA NA NA 365 246 253 NA NA NA NA 478 338 280 NA NA NA NA
1476435600.0 129.0 42 74 185 NA NA NA NA 82 143 249 NA NA NA NA 380 248 253 NA NA NA NA 465 339 280 NA NA NA NA
1476435600.0 13.0 NA 79 189 0 NA NA NA NA 154 252 0 NA NA NA NA 293 761 334 NA NA NA NA 347 813 340 NA NA NA
1476435600.0 130.0 41 72 184 NA NA NA NA 87 144 250 NA NA NA NA 544 238 258 NA NA NA NA 553 247 275 NA NA NA NA
1476435600.0 1301.0 53 145 158 NA NA NA NA 97 212 211 NA NA NA NA 920 494 443 NA NA NA NA 1467 564 510 NA NA NA NA
1476435600.0 1302.0 58 162 160 NA NA NA NA 101 211 213 NA NA NA NA 3253 438 410 NA NA NA NA 3444 500 472 NA NA NA NA
1476435600.0 1303.0 59 154 153 NA NA NA NA 102 211 216 NA NA NA NA 4741 459 531 NA NA NA NA 4856 826 646 NA NA NA NA
1476435600.0 1306.0 NA 178 227 0 NA NA NA NA 230 291 0 NA NA NA NA 351 379 730 NA NA NA NA 508 821 790 NA NA NA
1476435600.0 1308.0 NA 146 124 41 0 NA NA NA 220 201 80 0 NA NA NA 534 375 46 396 NA NA NA 861 475 87 413 NA NA
1476435600.0 1309.0 NA 172 235 0 NA NA NA NA 246 301 0 NA NA NA NA 534 556 763 NA NA NA NA 745 624 789 NA NA NA
1476435600.0 131.0 43 73 188 NA NA NA NA 89 144 250 NA NA NA NA 1104 234 260 NA NA NA NA 1140 243 277 NA NA NA NA
1476435600.0 1310.0 NA 175 239 0 NA NA NA NA 241 301 0 NA NA NA NA 439 500 756 NA NA NA NA 546 718 803 NA NA NA
1476435600.0 1311.0 NA 173 223 0 68 NA NA NA 231 282 0 99 NA NA NA 366 386 831 49 NA NA NA 406 452 845 74 NA NA
1476435600.0 1312.0 NA 184 242 0 NA NA NA NA 243 306 0 NA NA NA NA 461 496 734 NA NA NA NA 516 540 741 NA NA NA
1476435600.0 1313.0 NA 182 241 0 NA NA NA NA 247 304 0 NA NA NA NA 496 753 746 NA NA NA NA 528 797 763 NA NA NA
1476435600.0 1314.0 NA 176 230 0 NA NA NA NA 234 294 0 NA NA NA NA 403 436 734 NA NA NA NA 483 623 747 NA NA NA
1476435600.0 1315.0 NA 174 229 0 NA NA NA NA 231 291 0 NA NA NA NA 366 377 728 NA NA NA NA 599 420 740 NA NA NA
1476435600.0 1316.0 NA 174 235 0 NA NA NA NA 233 292 0 NA NA NA NA 395 391 714 NA NA NA NA 457 430 725 NA NA NA
1476435600.0 1317.0 NA 166 232 0 NA NA NA NA 232 292 0 NA NA NA NA 384 390 747 NA NA NA NA 544 445 770 NA NA NA
1476435600.0 1318.0 NA 170 226 0 NA NA NA NA 232 292 0 NA NA NA NA 584 652 1259 NA NA NA NA 634 755 1496 NA NA NA
1476435600.0 1319.0 NA 178 229 0 NA NA NA NA 231 291 0 NA NA NA NA 343 381 751 NA NA NA NA 383 640 875 NA NA NA
1476435600.0 132.0 46 74 187 NA NA NA NA 93 144 250 NA NA NA NA 3783 378 506 NA NA NA NA 4088 826 560 NA NA NA NA
1476435600.0 1320.0 NA 171 229 0 NA NA NA NA 231 292 0 NA NA NA NA 377 397 705 NA NA NA NA 487 729 760 NA NA NA
1476435600.0 1321.0 NA 170 232 0 NA NA NA NA 231 292 0 NA NA NA NA 360 405 778 NA NA NA NA 414 616 796 NA NA NA
1476435600.0 1322.0 NA 165 231 0 NA NA NA NA 231 292 0 NA NA NA NA 393 406 733 NA NA NA NA 540 646 756 NA NA NA
