Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1475269200.0 112.0 48 83 192 NA 93 142 248 NA 6107 682 660 NA 6292 716 676 NA
1475269200.0 1331.0 NA 220 234 0 NA 280 296 0 NA 939 1070 1625 NA 1316 1146 1649
1475269200.0 134.801 NA 41 217 0 NA 84 274 0 NA 246 6211 631 NA 276 6296 640
1475269200.0 134.901 NA 43 217 0 NA 84 272 0 NA 256 6136 639 NA 283 6611 654
1475269200.0 134.903 NA 37 212 0 NA 88 272 0 NA 306 7698 683 NA 360 7873 732
1475269200.0 134.91 NA 38 212 0 NA 86 272 0 NA 281 7171 675 NA 311 7275 692
1475269200.0 134.99603 NA 37 221 0 NA 86 277 0 NA 325 10420 698 NA 411 10639 740
