Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1476478800.0 1.0 53 75 129 NA NA NA NA 97 146 183 NA NA NA NA 3954 754 1141 NA NA NA NA 4033 785 1166 NA NA NA NA
1476478800.0 10.0 NA 91 195 0 NA NA NA NA 151 255 0 NA NA NA NA 3868 3943 1272 NA NA NA NA 3936 4046 1290 NA NA NA
1476478800.0 1000.0 NA 215 124 0 47 NA NA NA 286 182 0 78 NA NA NA 4745 814 1204 285 NA NA NA 4800 876 1222 325 NA NA
1476478800.0 1001.0 NA 192 0 NA NA NA NA NA 252 0 NA NA NA NA NA 3383 0 NA NA NA NA NA 3462 0 NA NA NA NA
1476478800.0 1002.0 NA 211 61 NA NA NA NA NA 272 99 NA NA NA NA NA 4076 244 NA NA NA NA NA 4156 262 NA NA NA NA
1476478800.0 1003.0 NA 177 0 NA NA NA NA NA 250 0 NA NA NA NA NA 5377 764 NA NA NA NA NA 5456 783 NA NA NA NA
1476478800.0 1004.0 NA 181 132 0 0 0 0 NA 240 178 0 0 0 0 NA 983 497 12 96 1015 1035 NA 1039 532 17 99 1054 1080
1476478800.0 101.0 82 NA NA NA NA NA NA 141 NA NA NA NA NA NA 2060 NA NA NA NA NA NA 2131 NA NA NA NA NA NA
1476478800.0 102.0 83 NA NA NA NA NA NA 140 NA NA NA NA NA NA 1472 NA NA NA NA NA NA 1539 NA NA NA NA NA NA
1476478800.0 103.0 47 78 188 NA NA NA NA 91 148 253 NA NA NA NA 1426 462 927 NA NA NA NA 1529 500 962 NA NA NA NA
1476478800.0 105.0 54 79 21 NA NA NA NA 97 148 53 NA NA NA NA 4016 701 5 NA NA NA NA 4404 730 8 NA NA NA NA
1476478800.0 106.0 37 0 0 NA NA NA NA 76 0 0 NA NA NA NA 739 176 345 NA NA NA NA 762 192 362 NA NA NA NA
1476478800.0 107.0 53 78 190 NA NA NA NA 98 148 253 NA NA NA NA 7598 753 1121 NA NA NA NA 7736 791 1171 NA NA NA NA
1476478800.0 108.0 57 90 194 NA NA NA NA 101 148 253 NA NA NA NA 9329 744 1348 NA NA NA NA 9780 804 1689 NA NA NA NA
