Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1475614800.0 1.0 78 76 141 NA NA NA NA NA 154 202 233 NA NA NA NA NA 3249 332 1031 NA NA NA NA NA 1189 226 1034 NA NA NA NA NA
1475614800.0 10.0 NA 95 367 0 NA NA NA NA NA 235 463 0 NA NA NA NA NA 3244 2836 448 NA NA NA NA NA 1366 1158 457 NA NA NA NA
1475614800.0 1000.0 NA 353 122 0 46 NA NA NA NA 476 198 0 84 NA NA NA NA 5058 698 466 181 NA NA NA NA 3659 587 494 206 NA NA NA
1475614800.0 1001.0 NA 342 193 0 0 0 0 0 NA 431 251 0 0 0 0 0 NA 2764 656 5 24 330 35 377 NA 1318 741 10 29 332 40 381
1475614800.0 1002.0 NA 346 70 NA NA NA NA NA NA 459 108 NA NA NA NA NA NA 3821 199 NA NA NA NA NA NA 2105 155 NA NA NA NA NA
1475614800.0 1003.0 NA 276 0 NA NA NA NA NA NA 385 0 NA NA NA NA NA NA 3310 235 NA NA NA NA NA NA 1358 243 NA NA NA NA NA
1475614800.0 1004.0 NA 358 127 0 0 0 0 NA NA 442 181 0 0 0 0 NA NA 1179 305 7 40 568 465 NA NA 1130 433 13 56 614 484 NA
1475614800.0 101.0 104 NA NA NA NA NA NA NA 169 NA NA NA NA NA NA NA 939 NA NA NA NA NA NA NA 968 NA NA NA NA NA NA NA
1475614800.0 102.0 102 NA NA NA NA NA NA NA 168 NA NA NA NA NA NA NA 917 NA NA NA NA NA NA NA 947 NA NA NA NA NA NA NA
1475614800.0 103.0 50 79 343 NA NA NA NA NA 101 160 419 NA NA NA NA NA 1843 182 444 NA NA NA NA NA 1115 214 489 NA NA NA NA NA
1475614800.0 105.0 78 92 25 NA NA NA NA NA 153 186 57 NA NA NA NA NA 4501 653 4 NA NA NA NA NA 1810 468 8 NA NA NA NA NA
1475614800.0 106.0 46 0 0 NA NA NA NA NA 80 0 0 NA NA NA NA NA 625 223 552 NA NA NA NA NA 658 241 565 NA NA NA NA NA
1475614800.0 107.0 87 90 365 NA NA NA NA NA 156 190 458 NA NA NA NA NA 4321 328 466 NA NA NA NA NA 1462 232 390 NA NA NA NA NA
1475614800.0 108.0 89 90 372 NA NA NA NA NA 165 191 463 NA NA NA NA NA 5827 367 810 NA NA NA NA NA 1975 302 647 NA NA NA NA NA
1475614800.0 109.0 89 97 361 NA NA NA NA NA 160 196 449 NA NA NA NA NA 9084 692 916 NA NA NA NA NA 3276 505 690 NA NA NA NA NA
1475614800.0 11.0 NA 93 392 0 57 NA NA NA NA 220 490 0 98 NA NA NA NA 1859 1104 501 37 NA NA NA NA 677 702 510 29 NA NA NA
1475614800.0 110.0 60 82 360 NA NA NA NA NA 111 178 462 NA NA NA NA NA 937 294 476 NA NA NA NA NA 502 229 463 NA NA NA NA NA
1475614800.0 1102.0 NA 100 370 119 62 NA NA NA NA 230 457 208 127 NA NA NA NA 2655 4900 4193 210 NA NA NA NA 1021 2385 2503 182 NA NA NA
1475614800.0 111.0 79 87 360 NA NA NA NA NA 152 180 454 NA NA NA NA NA 2692 357 485 NA NA NA NA NA 1081 277 437 NA NA NA NA NA
1475614800.0 112.0 88 85 366 NA NA NA NA NA 157 193 455 NA NA NA NA NA 4421 364 616 NA NA NA NA NA 1621 255 535 NA NA NA NA NA
1475614800.0 113.0 87 88 362 NA NA NA NA NA 170 195 445 NA NA NA NA NA 9834 621 845 NA NA NA NA NA 3267 445 717 NA NA NA NA NA
1475614800.0 114.0 90 90 358 NA NA NA NA NA 166 195 447 NA NA NA NA NA 7425 541 674 NA NA NA NA NA 2367 349 566 NA NA NA NA NA
