Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1475658000.0 1.0 47 66 124 NA NA NA NA NA 108 150 183 NA NA NA NA NA 3023 361 301 NA NA NA NA NA 3278 380 317 NA NA NA NA NA
1475658000.0 10.0 NA 92 193 0 NA NA NA NA NA 168 268 0 NA NA NA NA NA 2205 2144 621 NA NA NA NA NA 2292 2252 641 NA NA NA NA
1475658000.0 1000.0 NA 205 122 0 43 NA NA NA NA 292 194 0 94 NA NA NA NA 2081 492 521 152 NA NA NA NA 2313 554 538 191 NA NA NA
1475658000.0 1001.0 NA 191 167 0 0 0 0 0 NA 266 230 0 0 0 0 0 NA 2170 462 7 82 625 22 558 NA 2340 481 23 86 631 30 563
1475658000.0 1002.0 NA 199 59 NA NA NA NA NA NA 278 116 NA NA NA NA NA NA 1954 156 NA NA NA NA NA NA 2623 300 NA NA NA NA NA
1475658000.0 10021.0 NA 153 212 0 NA NA NA NA NA 243 288 0 NA NA NA NA NA 483 916 584 NA NA NA NA NA 601 982 614 NA NA NA NA
1475658000.0 10023.0 NA 151 208 0 NA NA NA NA NA 243 287 0 NA NA NA NA NA 456 791 606 NA NA NA NA NA 879 872 716 NA NA NA NA
1475658000.0 10024.0 NA 159 219 0 NA NA NA NA NA 243 304 0 NA NA NA NA NA 525 1082 669 NA NA NA NA NA 644 1658 692 NA NA NA NA
1475658000.0 10024.1 NA 159 144 0 NA NA NA NA NA 243 223 0 NA NA NA NA NA 539 482 419 NA NA NA NA NA 990 581 436 NA NA NA NA
1475658000.0 10024.2 NA 158 216 0 NA NA NA NA NA 243 303 0 NA NA NA NA NA 541 1093 735 NA NA NA NA NA 771 1631 758 NA NA NA NA
1475658000.0 10024.3 NA 163 134 0 NA NA NA NA NA 243 218 0 NA NA NA NA NA 504 487 345 NA NA NA NA NA 580 584 356 NA NA NA NA
1475658000.0 10024.4 NA 159 215 0 NA NA NA NA NA 243 290 0 NA NA NA NA NA 537 1097 633 NA NA NA NA NA 686 1608 674 NA NA NA NA
1475658000.0 10024.5 NA 160 132 0 NA NA NA NA NA 243 219 0 NA NA NA NA NA 523 460 339 NA NA NA NA NA 611 555 347 NA NA NA NA
1475658000.0 10025.0 NA 163 218 0 NA NA NA NA NA 243 289 0 NA NA NA NA NA 468 946 614 NA NA NA NA NA 600 1374 654 NA NA NA NA
1475658000.0 10026.0 NA 159 214 0 NA NA NA NA NA 245 292 0 NA NA NA NA NA 471 1178 466 NA NA NA NA NA 641 1886 537 NA NA NA NA
1475658000.0 1003.0 NA 172 0 NA NA NA NA NA NA 250 0 NA NA NA NA NA NA 2508 243 NA NA NA NA NA NA 2886 312 NA NA NA NA NA
1475658000.0 1004.0 NA 181 138 0 0 0 0 NA NA 256 194 0 0 0 0 NA NA 586 293 8 89 579 507 NA NA 626 304 12 98 586 520 NA
1475658000.0 101.0 81 NA NA NA NA NA NA NA 156 NA NA NA NA NA NA NA 917 NA NA NA NA NA NA NA 951 NA NA NA NA NA NA NA
1475658000.0 102.0 81 NA NA NA NA NA NA NA 156 NA NA NA NA NA NA NA 638 NA NA NA NA NA NA NA 679 NA NA NA NA NA NA NA
1475658000.0 10224.0 NA 204 295 0 NA NA NA NA NA 288 408 0 NA NA NA NA NA 2751 4681 746 NA NA NA NA NA 3165 5036 918 NA NA NA NA
1475658000.0 10225.0 NA 201 284 0 NA NA NA NA NA 281 405 0 NA NA NA NA NA 2504 3783 636 NA NA NA NA NA 3049 9083 654 NA NA NA NA
1475658000.0 103.0 34 0 0 NA NA NA NA NA 90 0 0 NA NA NA NA NA 307 64 123 NA NA NA NA NA 347 78 149 NA NA NA NA NA
1475658000.0 10424.0 56 152 214 0 NA NA NA NA 116 238 289 0 NA NA NA NA 5970 804 1153 729 NA NA NA NA 6482 914 1407 759 NA NA NA NA
