Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1475359200.0 1.0 50 140 118 NA NA 88 183 168 NA NA 1919 498 393 NA NA 1965 566 427 NA NA
1475359200.0 10.0 NA 158 176 0 NA NA 216 224 0 NA NA 2375 3338 965 NA NA 3337 3890 1100 NA
1475359200.0 1000.0 NA 174 87 0 37 NA 241 136 0 65 NA 2782 434 500 124 NA 3061 552 543 173
1475359200.0 1001.0 NA 166 32 0 NA NA 218 63 0 NA NA 2432 54 56 NA NA 2600 80 86 NA
1475359200.0 1002.0 NA 168 50 NA NA NA 222 83 NA NA NA 2523 178 NA NA NA 2651 214 NA NA
1475359200.0 1003.0 NA 167 0 NA NA NA 233 0 NA NA NA 4229 508 NA NA NA 4443 545 NA NA
1475359200.0 101.0 87 NA NA NA NA 124 NA NA NA NA 965 NA NA NA NA 1209 NA NA NA NA
1475359200.0 102.0 89 NA NA NA NA 123 NA NA NA NA 743 NA NA NA NA 1096 NA NA NA NA
1475359200.0 103.0 50 153 169 NA NA 86 202 220 NA NA 790 445 476 NA NA 928 536 562 NA NA
1475359200.0 105.0 50 150 36 NA NA 88 201 64 NA NA 1696 549 29 NA NA 1758 634 47 NA NA
1475359200.0 106.0 47 0 0 NA NA 78 0 0 NA NA 542 429 249 NA NA 615 501 273 NA NA
1475359200.0 107.0 52 156 172 NA NA 88 202 221 NA NA 3583 646 683 NA NA 3911 923 1387 NA NA
1475359200.0 108.0 52 155 172 NA NA 87 202 221 NA NA 4290 595 719 NA NA 4556 992 1157 NA NA
1475359200.0 109.0 51 152 170 NA NA 87 203 222 NA NA 2720 628 713 NA NA 2841 721 771 NA NA
1475359200.0 11.0 NA 152 182 0 47 NA 209 228 0 74 NA 1560 1966 1031 61 NA 5865 2766 2472 273
1475359200.0 110.0 47 149 167 NA NA 82 200 218 NA NA 793 554 572 NA NA 821 630 662 NA NA
1475359200.0 1102.0 NA 159 176 105 57 NA 218 227 153 97 NA 2687 3998 2224 174 NA 2883 4098 2285 254
1475359200.0 111.0 51 151 171 NA NA 88 203 221 NA NA 1870 525 576 NA NA 1967 593 641 NA NA
1475359200.0 112.0 52 150 169 NA NA 89 204 222 NA NA 3160 583 662 NA NA 3294 644 717 NA NA
1475359200.0 113.0 53 150 171 NA NA 90 204 222 NA NA 3273 584 650 NA NA 3412 646 699 NA NA
1475359200.0 114.0 52 151 168 NA NA 89 204 221 NA NA 3128 568 661 NA NA 3261 627 718 NA NA
1475359200.0 115.0 55 154 172 NA NA 90 203 221 NA NA 3856 615 732 NA NA 4283 1073 2495 NA NA
1475359200.0 116.0 52 150 171 NA NA 91 205 222 NA NA 3975 586 721 NA NA 4055 642 769 NA NA
1475359200.0 117.0 53 154 179 NA NA 91 205 224 NA NA 4424 453 646 NA NA 4499 523 695 NA NA
1475359200.0 118.0 59 154 173 NA NA 90 205 221 NA NA 4487 658 839 NA NA 6647 1527 1219 NA NA
1475359200.0 119.0 51 152 172 NA NA 87 202 221 NA NA 3354 588 691 NA NA 3585 1005 1116 NA NA
1475359200.0 12.0 NA 158 172 0 NA NA 217 225 0 NA NA 2017 3193 918 NA NA 2168 3331 995 NA
1475359200.0 120.0 46 150 167 NA NA 76 200 218 NA NA 581 560 579 NA NA 607 631 659 NA NA
1475359200.0 1200.0 75 183 0 NA NA 121 230 0 NA NA 250 866 130 NA NA 353 980 158 NA NA
1475359200.0 1201.0 216 NA NA NA NA 275 NA NA NA NA 719 NA NA NA NA 770 NA NA NA NA
1475359200.0 121.0 53 154 179 NA NA 91 206 224 NA NA 4421 456 594 NA NA 4495 523 645 NA NA
1475359200.0 122.0 50 150 170 NA NA 88 202 221 NA NA 1199 493 527 NA NA 1232 564 612 NA NA
1475359200.0 123.1 212 NA NA NA NA 273 NA NA NA NA 664 NA NA NA NA 719 NA NA NA NA
1475359200.0 123.2 215 NA NA NA NA 276 NA NA NA NA 822 NA NA NA NA 882 NA NA NA NA
