Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1475614800.0 1.0 51 141 120 NA NA 87 182 167 NA NA 2314 525 519 NA NA 2377 620 631 NA NA
1475614800.0 10.0 NA 161 178 0 NA NA 216 224 0 NA NA 4517 6284 1822 NA NA 4638 6386 1883 NA
1475614800.0 1000.0 NA 176 89 0 36 NA 239 133 0 64 NA 3097 493 487 137 NA 3303 599 546 187
1475614800.0 1001.0 NA 168 34 0 NA NA 216 62 0 NA NA 2663 58 54 NA NA 2876 84 101 NA
1475614800.0 1002.0 NA 169 52 NA NA NA 221 82 NA NA NA 2672 217 NA NA NA 2814 250 NA NA
1475614800.0 1003.0 NA 173 0 NA NA NA 232 0 NA NA NA 4457 524 NA NA NA 4591 595 NA NA
1475614800.0 101.0 95 NA NA NA NA 124 NA NA NA NA 1741 NA NA NA NA 1824 NA NA NA NA
1475614800.0 102.0 88 NA NA NA NA 123 NA NA NA NA 1478 NA NA NA NA 1537 NA NA NA NA
1475614800.0 103.0 50 153 172 NA NA 85 201 219 NA NA 898 592 524 NA NA 956 682 604 NA NA
1475614800.0 105.0 52 151 39 NA NA 87 200 63 NA NA 2029 628 37 NA NA 2092 722 106 NA NA
1475614800.0 106.0 46 0 0 NA NA 77 0 0 NA NA 566 434 309 NA NA 598 546 341 NA NA
1475614800.0 107.0 51 156 172 NA NA 88 202 221 NA NA 7721 1155 1306 NA NA 7826 1264 1391 NA NA
1475614800.0 108.0 59 153 173 NA NA 87 203 221 NA NA 6909 1050 1676 NA NA 7069 1156 1757 NA NA
1475614800.0 109.0 52 155 174 NA NA 86 202 221 NA NA 3575 613 794 NA NA 3689 713 875 NA NA
1475614800.0 11.0 NA 153 176 0 48 NA 211 229 0 75 NA 1419 1835 969 52 NA 1964 2003 1018 80
1475614800.0 110.0 49 150 170 NA NA 81 199 217 NA NA 924 627 631 NA NA 1081 708 697 NA NA
1475614800.0 1102.0 NA 159 175 108 66 NA 218 227 154 97 NA 2664 3668 1719 144 NA 3305 3759 1750 164
1475614800.0 111.0 52 153 173 NA NA 87 202 220 NA NA 2146 520 608 NA NA 2199 618 671 NA NA
1475614800.0 112.0 52 153 172 NA NA 88 203 221 NA NA 3615 610 703 NA NA 3721 740 777 NA NA
1475614800.0 113.0 53 153 173 NA NA 89 203 221 NA NA 3862 624 680 NA NA 4048 784 762 NA NA
1475614800.0 114.0 53 155 175 NA NA 88 203 220 NA NA 3567 630 696 NA NA 3701 755 784 NA NA
1475614800.0 115.0 54 152 173 NA NA 91 204 222 NA NA 3335 633 652 NA NA 3632 775 720 NA NA
1475614800.0 116.0 53 157 173 NA NA 90 204 221 NA NA 4332 633 812 NA NA 4580 720 894 NA NA
1475614800.0 117.0 55 152 174 NA NA 90 204 223 NA NA 11073 1074 1528 NA NA 11221 1145 1612 NA NA
1475614800.0 118.0 54 156 174 NA NA 92 206 223 NA NA 3762 634 730 NA NA 4149 772 844 NA NA
1475614800.0 119.0 52 154 184 NA NA 87 202 221 NA NA 6082 1348 1248 NA NA 6161 1467 1403 NA NA
1475614800.0 12.0 NA 163 182 0 NA NA 215 223 0 NA NA 4211 6747 1813 NA NA 4329 6898 1853 NA
1475614800.0 120.0 46 152 171 NA NA 75 199 217 NA NA 658 589 684 NA NA 707 688 767 NA NA
1475614800.0 1200.0 77 189 0 NA NA 120 230 0 NA NA 258 955 148 NA NA 343 1065 173 NA NA
1475614800.0 1201.0 215 NA NA NA NA 274 NA NA NA NA 2029 NA NA NA NA 2151 NA NA NA NA
1475614800.0 121.0 54 153 175 NA NA 91 205 222 NA NA 9772 1184 1512 NA NA 9961 1296 1586 NA NA
1475614800.0 122.0 51 154 171 NA NA 87 201 220 NA NA 1361 604 638 NA NA 1418 720 709 NA NA
1475614800.0 123.1 216 NA NA NA NA 272 NA NA NA NA 1683 NA NA NA NA 1792 NA NA NA NA
1475614800.0 123.2 214 NA NA NA NA 276 NA NA NA NA 2108 NA NA NA NA 2183 NA NA NA NA
1475614800.0 123.3 201 NA NA NA NA 258 NA NA NA NA 858 NA NA NA NA 954 NA NA NA NA
1475614800.0 124.1 209 NA NA NA NA 266 NA NA NA NA 1462 NA NA NA NA 1549 NA NA NA NA
1475614800.0 124.2 212 NA NA NA NA 271 NA NA NA NA 1862 NA NA NA NA 2026 NA NA NA NA
1475614800.0 124.4 210 NA NA NA NA 266 NA NA NA NA 810 NA NA NA NA 905 NA NA NA NA
1475614800.0 124.5 207 NA NA NA NA 266 NA NA NA NA 1643 NA NA NA NA 1857 NA NA NA NA
1475614800.0 124.6 200 NA NA NA NA 259 NA NA NA NA 882 NA NA NA NA 1119 NA NA NA NA
