Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1475964000.0 1.0 52 143 120 NA NA 87 182 167 NA NA 1717 444 444 NA NA 1807 520 493 NA NA
1475964000.0 10.0 NA 158 179 0 NA NA 216 224 0 NA NA 3584 5170 1301 NA NA 3734 5276 1337 NA
1475964000.0 1000.0 NA 176 91 0 39 NA 240 133 0 63 NA 2538 408 449 116 NA 2642 492 480 150
1475964000.0 1001.0 NA 168 33 0 NA NA 217 62 0 NA NA 2231 45 46 NA NA 2362 75 90 NA
1475964000.0 1002.0 NA 168 52 NA NA NA 221 82 NA NA NA 2332 166 NA NA NA 2445 201 NA NA
1475964000.0 1003.0 NA 170 0 NA NA NA 232 0 NA NA NA 3946 467 NA NA NA 4045 524 NA NA
1475964000.0 101.0 87 NA NA NA NA 124 NA NA NA NA 1617 NA NA NA NA 1669 NA NA NA NA
1475964000.0 102.0 89 NA NA NA NA 123 NA NA NA NA 1278 NA NA NA NA 1331 NA NA NA NA
1475964000.0 103.0 50 155 173 NA NA 85 201 219 NA NA 806 419 435 NA NA 877 479 497 NA NA
1475964000.0 105.0 51 154 39 NA NA 87 200 63 NA NA 1701 502 33 NA NA 1807 601 59 NA NA
1475964000.0 106.0 46 0 0 NA NA 77 0 0 NA NA 914 819 600 NA NA 977 874 634 NA NA
1475964000.0 108.0 51 163 173 NA NA 87 203 221 NA NA 6983 1108 1403 NA NA 7093 1183 1484 NA NA
1475964000.0 109.0 51 154 171 NA NA 86 202 221 NA NA 2654 571 661 NA NA 2763 690 739 NA NA
1475964000.0 11.0 NA 162 182 0 51 NA 209 228 0 74 NA 2773 3764 1675 137 NA 2979 4029 1787 181
1475964000.0 110.0 48 150 171 NA NA 81 199 217 NA NA 777 496 554 NA NA 803 577 637 NA NA
1475964000.0 111.0 51 154 173 NA NA 87 202 220 NA NA 2143 496 538 NA NA 2269 762 604 NA NA
1475964000.0 112.0 53 153 174 NA NA 88 203 221 NA NA 3102 533 613 NA NA 3191 641 693 NA NA
1475964000.0 113.0 53 156 173 NA NA 89 203 221 NA NA 3206 555 636 NA NA 3298 660 687 NA NA
1475964000.0 114.0 53 152 173 NA NA 88 203 220 NA NA 3035 524 651 NA NA 3155 636 749 NA NA
1475964000.0 115.0 55 153 174 NA NA 90 203 221 NA NA 3775 550 701 NA NA 4064 619 901 NA NA
1475964000.0 116.0 53 158 174 NA NA 90 204 221 NA NA 3844 591 692 NA NA 4035 663 843 NA NA
