Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1475359200.0 1.0 51 71 118 NA NA NA NA 96 143 168 NA NA NA NA 1635 352 358 NA NA NA NA 2044 391 418 NA NA NA NA
1475359200.0 10.0 NA 66 173 0 NA NA NA NA 141 229 0 NA NA NA NA 3357 3865 1132 NA NA NA NA 3425 4024 1176 NA NA NA
1475359200.0 1000.0 NA 172 96 0 30 NA NA NA 240 154 0 66 NA NA NA 3478 688 658 120 NA NA NA 3579 810 665 150 NA NA
1475359200.0 1001.0 NA 162 162 0 0 0 0 NA 223 202 0 0 0 0 NA 2080 432 72 76 500 52 NA 2403 539 82 105 533 146
1475359200.0 1002.0 NA 179 53 NA NA NA NA NA 249 93 NA NA NA NA NA 2321 202 NA NA NA NA NA 2533 231 NA NA NA NA
1475359200.0 1003.0 NA 154 0 NA NA NA NA NA 222 0 NA NA NA NA NA 3189 504 NA NA NA NA NA 3608 555 NA NA NA NA
1475359200.0 101.0 78 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1790 NA NA NA NA NA NA 1847 NA NA NA NA NA NA
1475359200.0 102.0 79 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1317 NA NA NA NA NA NA 1355 NA NA NA NA NA NA
1475359200.0 103.0 46 71 169 NA NA NA NA 91 143 227 NA NA NA NA 735 244 483 NA NA NA NA 768 280 622 NA NA NA NA
1475359200.0 105.0 51 72 23 NA NA NA NA 95 143 52 NA NA NA NA 3385 760 8 NA NA NA NA 3623 867 12 NA NA NA NA
1475359200.0 106.0 37 0 0 NA NA NA NA 75 0 0 NA NA NA NA 766 171 476 NA NA NA NA 784 178 570 NA NA NA NA
1475359200.0 107.0 50 72 168 NA NA NA NA 97 144 227 NA NA NA NA 3482 408 624 NA NA NA NA 3573 492 678 NA NA NA NA
1475359200.0 108.0 52 76 175 NA NA NA NA 100 144 228 NA NA NA NA 7325 560 749 NA NA NA NA 7457 570 767 NA NA NA NA
1475359200.0 109.0 54 75 171 NA NA NA NA 100 144 228 NA NA NA NA 9189 688 1149 NA NA NA NA 9465 729 1196 NA NA NA NA
1475359200.0 11.0 NA 64 178 0 40 NA NA NA 140 237 0 76 NA NA NA 1464 1104 771 55 NA NA NA 1891 1162 803 76 NA NA
1475359200.0 110.0 44 71 166 NA NA NA NA 84 143 227 NA NA NA NA 609 356 516 NA NA NA NA 644 400 583 NA NA NA NA
1475359200.0 1102.0 NA 66 174 101 59 NA NA NA 140 230 154 100 NA NA NA 3487 4833 2896 249 NA NA NA 3580 4966 2991 276 NA NA
1475359200.0 111.0 51 73 170 NA NA NA NA 97 144 227 NA NA NA NA 1962 319 530 NA NA NA NA 2079 354 659 NA NA NA NA
1475359200.0 112.0 52 76 169 NA NA NA NA 98 144 227 NA NA NA NA 2914 418 616 NA NA NA NA 3470 461 661 NA NA NA NA
1475359200.0 113.0 52 74 169 NA NA NA NA 98 144 227 NA NA NA NA 3433 429 588 NA NA NA NA 3943 511 645 NA NA NA NA
1475359200.0 114.0 52 72 169 NA NA NA NA 98 144 227 NA NA NA NA 2989 386 607 NA NA NA NA 3132 430 643 NA NA NA NA
1475359200.0 115.0 53 74 168 NA NA NA NA 99 144 227 NA NA NA NA 4287 432 653 NA NA NA NA 4406 495 724 NA NA NA NA
1475359200.0 116.0 55 75 171 NA NA NA NA 99 143 226 NA NA NA NA 7325 827 1409 NA NA NA NA 7607 858 1444 NA NA NA NA
1475359200.0 117.0 55 75 173 NA NA NA NA 99 144 227 NA NA NA NA 8116 541 768 NA NA NA NA 8263 551 788 NA NA NA NA
1475359200.0 118.0 52 73 170 NA NA NA NA 99 144 227 NA NA NA NA 4389 406 736 NA NA NA NA 4492 445 815 NA NA NA NA
1475359200.0 119.0 51 75 170 NA NA NA NA 97 144 227 NA NA NA NA 3455 423 622 NA NA NA NA 3943 492 686 NA NA NA NA
1475359200.0 12.0 NA 64 168 0 NA NA NA NA 140 228 0 NA NA NA NA 3047 3471 760 NA NA NA NA 3132 3544 767 NA NA NA
1475359200.0 120.0 44 70 166 NA NA NA NA 88 143 227 NA NA NA NA 523 364 506 NA NA NA NA 586 397 680 NA NA NA NA
1475359200.0 121.0 55 82 173 NA NA NA NA 99 143 226 NA NA NA NA 9358 768 1425 NA NA NA NA 9722 852 1478 NA NA NA NA
1475359200.0 122.0 50 72 171 NA NA NA NA 96 144 227 NA NA NA NA 1184 282 394 NA NA NA NA 1298 327 422 NA NA NA NA
1475359200.0 123.1 157 NA NA NA NA NA NA 212 NA NA NA NA NA NA 1133 NA NA NA NA NA NA 1566 NA NA NA NA NA NA
1475359200.0 123.2 157 NA NA NA NA NA NA 214 NA NA NA NA NA NA 1343 NA NA NA NA NA NA 1433 NA NA NA NA NA NA
1475359200.0 123.3 151 NA NA NA NA NA NA 202 NA NA NA NA NA NA 717 NA NA NA NA NA NA 753 NA NA NA NA NA NA
1475359200.0 124.1 147 NA NA NA NA NA NA 204 NA NA NA NA NA NA 812 NA NA NA NA NA NA 851 NA NA NA NA NA NA
1475359200.0 124.2 153 NA NA NA NA NA NA 212 NA NA NA NA NA NA 1122 NA NA NA NA NA NA 1200 NA NA NA NA NA NA
1475359200.0 124.4 149 NA NA NA NA NA NA 204 NA NA NA NA NA NA 796 NA NA NA NA NA NA 821 NA NA NA NA NA NA
1475359200.0 124.5 148 NA NA NA NA NA NA 204 NA NA NA NA NA NA 832 NA NA NA NA NA NA 863 NA NA NA NA NA NA
1475359200.0 124.6 143 NA NA NA NA NA NA 202 NA NA NA NA NA NA 929 NA NA NA NA NA NA 1003 NA NA NA NA NA NA
1475359200.0 125.0 55 74 171 NA NA NA NA 98 143 226 NA NA NA NA 8432 839 1179 NA NA NA NA 8610 870 1244 NA NA NA NA
1475359200.0 126.0 44 70 169 NA NA NA NA 89 143 227 NA NA NA NA 1048 327 413 NA NA NA NA 1126 384 456 NA NA NA NA
1475359200.0 127.0 42 68 167 NA NA NA NA 84 143 227 NA NA NA NA 1276 363 428 NA NA NA NA 1426 437 458 NA NA NA NA
1475359200.0 128.0 43 71 164 NA NA NA NA 83 143 227 NA NA NA NA 491 371 518 NA NA NA NA 525 413 580 NA NA NA NA
1475359200.0 129.0 44 69 167 NA NA NA NA 87 143 227 NA NA NA NA 517 351 491 NA NA NA NA 541 393 612 NA NA NA NA
1475359200.0 13.0 NA 63 169 0 NA NA NA NA 140 227 0 NA NA NA NA 255 1081 622 NA NA NA NA 523 1177 660 NA NA NA
1475359200.0 130.0 44 69 168 NA NA NA NA 88 143 227 NA NA NA NA 586 351 480 NA NA NA NA 616 412 767 NA NA NA NA
1475359200.0 1301.0 57 109 145 NA NA NA NA 103 171 206 NA NA NA NA 1612 520 643 NA NA NA NA 1788 713 1017 NA NA NA NA
1475359200.0 1302.0 62 117 150 NA NA NA NA 109 171 207 NA NA NA NA 10894 1135 1278 NA NA NA NA 11215 1420 1372 NA NA NA NA
1475359200.0 1303.0 65 125 152 NA NA NA NA 109 171 215 NA NA NA NA 13915 966 1879 NA NA NA NA 15096 1317 2177 NA NA NA NA
1475359200.0 131.0 45 70 165 NA NA NA NA 89 143 227 NA NA NA NA 1149 346 431 NA NA NA NA 1500 405 451 NA NA NA NA
1475359200.0 1311.0 NA 123 195 0 46 NA NA NA 182 259 0 85 NA NA NA 591 880 1350 130 NA NA NA 702 1385 1391 407 NA NA
1475359200.0 132.0 50 72 168 NA NA NA NA 95 143 227 NA NA NA NA 2651 399 607 NA NA NA NA 2694 441 678 NA NA NA NA
1475359200.0 1325.0 NA 124 217 0 62 NA NA NA 186 278 0 92 NA NA NA 969 954 1070 138 NA NA NA 1011 1003 1080 182 NA NA
1475359200.0 133.0 54 75 171 NA NA NA NA 100 144 230 NA NA NA NA 10698 722 1259 NA NA NA NA 10916 799 1310 NA NA NA NA
1475359200.0 134.0 NA 182 33 0 NA NA NA NA 250 67 0 NA NA NA NA 2806 14 12 NA NA NA NA 2908 22 21 NA NA NA
1475359200.0 134.701 NA 100 206 0 NA NA NA NA 163 266 0 NA NA NA NA 2541 9340 1367 NA NA NA NA 2711 9545 1390 NA NA NA
1475359200.0 134.702 NA 98 197 0 NA NA NA NA 162 262 0 NA NA NA NA 2226 7808 910 NA NA NA NA 2325 8106 941 NA NA NA
1475359200.0 134.703 NA 102 209 0 NA NA NA NA 164 271 0 NA NA NA NA 2532 10276 1205 NA NA NA NA 2641 10639 1247 NA NA NA
1475359200.0 134.704 NA 100 198 0 NA NA NA NA 162 264 0 NA NA NA NA 1934 7559 942 NA NA NA NA 2104 13858 959 NA NA NA
1475359200.0 134.705 NA 101 210 0 NA NA NA NA 164 271 0 NA NA NA NA 2134 8211 953 NA NA NA NA 2472 9254 979 NA NA NA
1475359200.0 134.706 NA 102 217 0 NA NA NA NA 161 268 0 NA NA NA NA 2379 7816 840 NA NA NA NA 2650 7934 856 NA NA NA
