Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1476568800.0 1.0 51 71 129 NA NA NA NA 95 142 167 NA NA NA NA 1476 283 289 NA NA NA NA 1528 321 327 NA NA NA NA
1476568800.0 1001.0 NA 164 164 0 0 0 0 NA 219 201 0 0 0 0 NA 1469 317 44 45 601 38 NA 1878 378 226 79 620 51
1476568800.0 1003.0 NA 156 0 NA NA NA NA NA 221 0 NA NA NA NA NA 2140 376 NA NA NA NA NA 2198 389 NA NA NA NA
1476568800.0 103.0 46 72 170 NA NA NA NA 90 142 226 NA NA NA NA 555 163 330 NA NA NA NA 568 182 354 NA NA NA NA
1476568800.0 109.0 54 85 173 NA NA NA NA 99 143 227 NA NA NA NA 3589 306 533 NA NA NA NA 3672 327 584 NA NA NA NA
1476568800.0 11.0 NA 64 178 0 39 NA NA NA 139 236 0 75 NA NA NA 1242 734 512 38 NA NA NA 1520 900 598 71 NA NA
1476568800.0 1102.0 NA 75 172 103 59 NA NA NA 139 229 153 99 NA NA NA 1821 2345 1397 128 NA NA NA 1863 2629 1715 138 NA NA
1476568800.0 111.0 52 82 168 NA NA NA NA 96 143 226 NA NA NA NA 1499 243 445 NA NA NA NA 1620 272 505 NA NA NA NA
1476568800.0 112.0 52 73 170 NA NA NA NA 97 143 226 NA NA NA NA 2011 285 421 NA NA NA NA 2057 302 447 NA NA NA NA
1476568800.0 113.0 52 78 171 NA NA NA NA 97 143 226 NA NA NA NA 2090 282 406 NA NA NA NA 2170 299 433 NA NA NA NA
1476568800.0 114.0 52 76 170 NA NA NA NA 97 142 226 NA NA NA NA 2318 285 420 NA NA NA NA 2450 304 490 NA NA NA NA
1476568800.0 116.0 53 83 171 NA NA NA NA 98 143 226 NA NA NA NA 2687 310 489 NA NA NA NA 2734 324 522 NA NA NA NA
1476568800.0 119.0 53 79 171 NA NA NA NA 96 143 226 NA NA NA NA 2293 277 415 NA NA NA NA 2378 292 445 NA NA NA NA
1476568800.0 120.0 44 79 167 NA NA NA NA 87 142 225 NA NA NA NA 435 246 344 NA NA NA NA 452 265 372 NA NA NA NA
1476568800.0 121.0 54 74 174 NA NA NA NA 99 142 227 NA NA NA NA 3435 316 521 NA NA NA NA 3605 330 551 NA NA NA NA
1476568800.0 122.0 50 76 173 NA NA NA NA 95 142 226 NA NA NA NA 967 204 364 NA NA NA NA 1020 222 536 NA NA NA NA
1476568800.0 125.0 53 82 173 NA NA NA NA 98 143 226 NA NA NA NA 2807 316 460 NA NA NA NA 2925 373 494 NA NA NA NA
1476568800.0 126.0 45 70 172 NA NA NA NA 88 142 226 NA NA NA NA 773 265 363 NA NA NA NA 803 299 375 NA NA NA NA
1476568800.0 127.0 44 79 170 NA NA NA NA 83 142 226 NA NA NA NA 871 241 353 NA NA NA NA 884 262 375 NA NA NA NA
1476568800.0 13.0 NA 65 175 0 NA NA NA NA 139 226 0 NA NA NA NA 209 709 435 NA NA NA NA 237 729 450 NA NA NA
1476568800.0 130.0 45 69 169 NA NA NA NA 87 142 225 NA NA NA NA 468 246 363 NA NA NA NA 484 271 439 NA NA NA NA
1476568800.0 1301.0 57 109 146 NA NA NA NA 102 170 205 NA NA NA NA 969 365 409 NA NA NA NA 1017 409 470 NA NA NA NA
1476568800.0 1302.0 65 118 152 NA NA NA NA 108 170 206 NA NA NA NA 4112 466 586 NA NA NA NA 5775 510 648 NA NA NA NA
1476568800.0 131.0 46 71 170 NA NA NA NA 88 142 226 NA NA NA NA 869 281 379 NA NA NA NA 881 293 401 NA NA NA NA
1476568800.0 132.0 50 72 169 NA NA NA NA 94 142 226 NA NA NA NA 1657 272 398 NA NA NA NA 1687 293 432 NA NA NA NA
1476568800.0 134.0 NA 182 34 0 NA NA NA NA 248 65 0 NA NA NA NA 1814 8 7 NA NA NA NA 1861 23 11 NA NA NA
1476568800.0 134.701 NA 101 199 0 NA NA NA NA 163 266 0 NA NA NA NA 879 3478 595 NA NA NA NA 1207 3921 623 NA NA NA
1476568800.0 134.702 NA 99 199 0 NA NA NA NA 163 263 0 NA NA NA NA 1645 6135 625 NA NA NA NA 2214 6504 640 NA NA NA
1476568800.0 134.703 NA 101 207 0 NA NA NA NA 164 271 0 NA NA NA NA 1649 6150 633 NA NA NA NA 2154 6526 649 NA NA NA
1476568800.0 134.704 NA 112 203 0 NA NA NA NA 162 263 0 NA NA NA NA 1154 4593 586 NA NA NA NA 1429 5092 596 NA NA NA
1476568800.0 134.705 NA 101 209 0 NA NA NA NA 166 272 0 NA NA NA NA 1678 6416 634 NA NA NA NA 2255 6793 649 NA NA NA
1476568800.0 134.707 NA 100 204 0 NA NA NA NA 164 260 0 NA NA NA NA 1271 4422 566 NA NA NA NA 1656 4766 588 NA NA NA
1476568800.0 134.708 NA 99 203 0 NA NA NA NA 165 263 0 NA NA NA NA 1273 4238 593 NA NA NA NA 1600 4504 648 NA NA NA
1476568800.0 134.71 NA 94 198 0 NA NA NA NA 157 257 0 NA NA NA NA 776 2955 569 NA NA NA NA 883 3571 583 NA NA NA
1476568800.0 134.801 NA 108 197 0 NA NA NA NA 165 265 0 NA NA NA NA 972 3397 546 NA NA NA NA 1276 3818 576 NA NA NA
1476568800.0 134.802 NA 108 206 0 NA NA NA NA 167 266 0 NA NA NA NA 1810 6296 605 NA NA NA NA 1858 6696 643 NA NA NA
1476568800.0 134.803 NA 105 203 0 NA NA NA NA 167 267 0 NA NA NA NA 1990 6874 601 NA NA NA NA 2482 6959 620 NA NA NA
1476568800.0 134.804 NA 107 211 0 NA NA NA NA 168 276 0 NA NA NA NA 1813 6268 590 NA NA NA NA 1899 6755 625 NA NA NA
1476568800.0 134.805 NA 113 210 0 NA NA NA NA 172 272 0 NA NA NA NA 2068 6229 611 NA NA NA NA 2149 6642 630 NA NA NA
1476568800.0 134.806 NA 109 210 0 NA NA NA NA 168 275 0 NA NA NA NA 2212 6918 590 NA NA NA NA 2264 7451 632 NA NA NA
1476568800.0 134.807 NA 137 219 0 NA NA NA NA 206 286 0 NA NA NA NA 2471 6527 691 NA NA NA NA 2571 6712 714 NA NA NA
1476568800.0 134.808 NA 131 226 0 NA NA NA NA 204 286 0 NA NA NA NA 2341 6531 634 NA NA NA NA 2490 6786 657 NA NA NA
1476568800.0 134.809 NA 107 202 0 NA NA NA NA 170 266 0 NA NA NA NA 2277 7209 590 NA NA NA NA 2844 7340 606 NA NA NA
1476568800.0 134.81 NA 106 203 0 NA NA NA NA 167 268 0 NA NA NA NA 2184 7166 626 NA NA NA NA 2710 7324 638 NA NA NA
1476568800.0 134.811 NA 109 210 0 NA NA NA NA 171 270 0 NA NA NA NA 1876 6204 605 NA NA NA NA 1931 6596 627 NA NA NA
1476568800.0 134.812 NA 107 200 0 NA NA NA NA 163 260 0 NA NA NA NA 922 3435 579 NA NA NA NA 983 3830 590 NA NA NA
1476568800.0 134.901 NA 102 204 0 NA NA NA NA 166 262 0 NA NA NA NA 1051 3448 566 NA NA NA NA 1098 3690 600 NA NA NA
1476568800.0 134.902 NA 106 198 0 NA NA NA NA 167 263 0 NA NA NA NA 1400 4582 557 NA NA NA NA 1742 4912 573 NA NA NA
