Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1476306000.0 1.0 76 80 131 NA NA NA NA 146 209 217 NA NA NA NA 1363 312 196 NA NA NA NA 669 179 183 NA NA NA NA
1476306000.0 10.0 NA 103 384 0 NA NA NA NA 207 481 0 NA NA NA NA 2069 1948 391 NA NA NA NA 692 894 406 NA NA NA
1476306000.0 1002.0 NA 332 60 NA NA NA NA NA 414 106 NA NA NA NA NA 2591 385 NA NA NA NA NA 1114 124 NA NA NA NA
1476306000.0 10021.0 NA 127 366 83 0 NA NA NA 245 486 118 0 NA NA NA 575 1188 51 295 NA NA NA 325 1091 330 340 NA NA
1476306000.0 10023.0 NA 129 364 83 0 NA NA NA 255 482 118 0 NA NA NA 405 974 49 271 NA NA NA 305 949 87 278 NA NA
1476306000.0 10024.0 NA 142 393 84 0 NA NA NA 254 484 119 0 NA NA NA 487 1083 53 272 NA NA NA 278 944 82 279 NA NA
1476306000.0 10024.1 NA 135 242 63 NA NA NA NA 249 327 108 NA NA NA NA 699 637 65 NA NA NA NA 407 465 97 NA NA NA
1476306000.0 10024.2 NA 134 374 84 0 NA NA NA 251 482 119 0 NA NA NA 519 1204 58 314 NA NA NA 299 1045 84 330 NA NA
1476306000.0 10024.3 NA 133 222 72 NA NA NA NA 263 311 108 NA NA NA NA 775 481 70 NA NA NA NA 438 366 101 NA NA NA
1476306000.0 10024.4 NA 145 372 83 0 NA NA NA 261 484 119 0 NA NA NA 478 1124 53 286 NA NA NA 279 1146 77 293 NA NA
1476306000.0 10024.5 NA 132 218 62 NA NA NA NA 259 306 108 NA NA NA NA 834 553 68 NA NA NA NA 461 445 99 NA NA NA
1476306000.0 10025.0 NA 141 379 74 0 NA NA NA 263 485 119 0 NA NA NA 459 1106 56 286 NA NA NA 295 1047 89 284 NA NA
1476306000.0 10026.0 NA 143 387 84 0 NA NA NA 257 492 119 0 NA NA NA 547 1308 55 312 NA NA NA 490 1028 82 313 NA NA
1476306000.0 1003.0 NA 275 0 NA NA NA NA NA 370 0 NA NA NA NA NA 3742 260 NA NA NA NA NA 1343 262 NA NA NA NA
1476306000.0 1004.0 NA 358 126 0 0 0 0 NA 456 182 0 0 0 0 NA 833 131 6 29 333 310 NA 627 139 10 25 335 313
1476306000.0 101.0 82 NA NA NA NA NA NA 141 NA NA NA NA NA NA 714 NA NA NA NA NA NA 734 NA NA NA NA NA NA
