Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1475485200.0 1.0 69 87 133 NA NA NA NA NA 140 194 206 NA NA NA NA NA 2526 346 221 NA NA NA NA NA 1046 203 220 NA NA NA NA NA
1475485200.0 10.0 NA 113 385 0 NA NA NA NA NA 234 472 0 NA NA NA NA NA 2783 2435 469 NA NA NA NA NA 901 1138 488 NA NA NA NA
1475485200.0 1000.0 NA 367 122 0 48 NA NA NA NA 441 188 0 83 NA NA NA NA 1888 577 303 105 NA NA NA NA 868 513 337 321 NA NA NA
1475485200.0 1001.0 NA 342 200 0 0 0 0 0 NA 419 249 0 0 0 0 0 NA 1776 361 4 22 321 31 272 NA 847 332 29 26 374 20 258
1475485200.0 1002.0 NA 330 69 NA NA NA NA NA NA 425 105 NA NA NA NA NA NA 2665 466 NA NA NA NA NA NA 1177 155 NA NA NA NA NA
1475485200.0 10021.0 NA 180 360 0 NA NA NA NA NA 301 481 0 NA NA NA NA NA 797 1704 462 NA NA NA NA NA 512 1509 472 NA NA NA NA
1475485200.0 10023.0 NA 181 363 0 NA NA NA NA NA 299 496 0 NA NA NA NA NA 590 1424 446 NA NA NA NA NA 454 1722 458 NA NA NA NA
1475485200.0 10024.0 NA 176 377 0 NA NA NA NA NA 306 482 0 NA NA NA NA NA 732 1699 494 NA NA NA NA NA 482 1470 511 NA NA NA NA
1475485200.0 10024.1 NA 178 238 0 NA NA NA NA NA 294 338 0 NA NA NA NA NA 940 630 346 NA NA NA NA NA 605 583 360 NA NA NA NA
1475485200.0 10024.2 NA 186 374 0 NA NA NA NA NA 305 487 0 NA NA NA NA NA 719 1737 514 NA NA NA NA NA 583 1521 509 NA NA NA NA
1475485200.0 10024.3 NA 177 223 0 NA NA NA NA NA 302 314 0 NA NA NA NA NA 531 379 182 NA NA NA NA NA 540 473 189 NA NA NA NA
1475485200.0 10024.4 NA 178 373 0 NA NA NA NA NA 303 477 0 NA NA NA NA NA 565 1323 344 NA NA NA NA NA 593 1163 351 NA NA NA NA
1475485200.0 10024.5 NA 185 225 0 NA NA NA NA NA 304 305 0 NA NA NA NA NA 759 560 260 NA NA NA NA NA 471 494 269 NA NA NA NA
1475485200.0 10025.0 NA 183 374 0 NA NA NA NA NA 300 480 0 NA NA NA NA NA 1135 2749 727 NA NA NA NA NA 670 2553 739 NA NA NA NA
1475485200.0 10026.0 NA 184 391 0 NA NA NA NA NA 290 499 0 NA NA NA NA NA 744 2027 492 NA NA NA NA NA 467 1583 516 NA NA NA NA
1475485200.0 1003.0 NA 274 0 NA NA NA NA NA NA 356 0 NA NA NA NA NA NA 3798 332 NA NA NA NA NA NA 1414 346 NA NA NA NA NA
1475485200.0 1004.0 NA 365 137 0 0 0 0 NA NA 461 181 0 0 0 0 NA NA 1025 215 6 38 688 473 NA NA 764 232 10 42 693 477 NA
1475485200.0 101.0 110 NA NA NA NA NA NA NA 172 NA NA NA NA NA NA NA 723 NA NA NA NA NA NA NA 543 NA NA NA NA NA NA NA
1475485200.0 102.0 110 NA NA NA NA NA NA NA 174 NA NA NA NA NA NA NA 501 NA NA NA NA NA NA NA 522 NA NA NA NA NA NA NA
1475485200.0 10224.0 NA 282 538 0 NA NA NA NA NA 421 792 0 NA NA NA NA NA 6227 13731 816 NA NA NA NA NA 3259 10485 847 NA NA NA NA
1475485200.0 10225.0 NA 279 527 0 NA NA NA NA NA 423 774 0 NA NA NA NA NA 6108 10696 829 NA NA NA NA NA 3510 10436 843 NA NA NA NA
1475485200.0 103.0 34 0 0 NA NA NA NA NA 79 0 0 NA NA NA NA NA 318 105 276 NA NA NA NA NA 348 113 342 NA NA NA NA NA
1475485200.0 10424.0 87 175 383 0 NA NA NA NA 139 302 492 0 NA NA NA NA 12153 1732 3766 1304 NA NA NA NA 3949 1599 3793 1324 NA NA NA NA
1475485200.0 105.0 73 87 24 NA NA NA NA NA 151 194 61 NA NA NA NA NA 2541 380 3 NA NA NA NA NA 990 238 16 NA NA NA NA NA
1475485200.0 106.0 34 0 0 NA NA NA NA NA 79 0 0 NA NA NA NA NA 317 108 261 NA NA NA NA NA 338 117 326 NA NA NA NA NA
1475485200.0 10624.0 83 190 392 0 NA NA NA NA 138 299 499 0 NA NA NA NA 8948 1069 2122 687 NA NA NA NA 3038 690 1695 698 NA NA NA NA
1475485200.0 107.0 79 101 363 NA NA NA NA NA 158 190 454 NA NA NA NA NA 5807 429 539 NA NA NA NA NA 1889 265 474 NA NA NA NA NA
1475485200.0 108.0 81 105 376 NA NA NA NA NA 160 220 463 NA NA NA NA NA 7938 525 824 NA NA NA NA NA 2398 329 609 NA NA NA NA NA
