Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1476349200.0 1.0 72 78 134 NA NA NA NA 146 198 198 NA NA NA NA 2861 341 233 NA NA NA NA 1056 199 226 NA NA NA NA
1476349200.0 10.0 NA 103 380 0 NA NA NA NA 217 479 0 NA NA NA NA 3332 3296 553 NA NA NA NA 1072 1304 550 NA NA NA
1476349200.0 1000.0 NA 360 122 0 47 NA NA NA 452 191 0 84 NA NA NA 1952 600 305 101 NA NA NA 880 317 316 102 NA NA
1476349200.0 1002.0 NA 331 61 NA NA NA NA NA 418 106 NA NA NA NA NA 1795 333 NA NA NA NA NA 907 122 NA NA NA NA
1476349200.0 10021.0 NA 134 368 87 0 NA NA NA 260 502 123 0 NA NA NA 601 1214 69 331 NA NA NA 348 1120 314 339 NA NA
1476349200.0 10023.0 NA 131 359 84 0 NA NA NA 258 476 121 0 NA NA NA 427 1089 75 329 NA NA NA 303 1226 162 338 NA NA
1476349200.0 10024.0 NA 136 380 84 0 NA NA NA 246 511 123 0 NA NA NA 526 1254 69 344 NA NA NA 1754 1247 105 354 NA NA
1476349200.0 10024.1 NA 133 239 74 NA NA NA NA 267 331 112 NA NA NA NA 606 406 75 NA NA NA NA 373 334 115 NA NA NA
1476349200.0 10024.2 NA 139 380 80 0 NA NA NA 253 513 123 0 NA NA NA 560 1259 70 326 NA NA NA 331 1099 108 333 NA NA
1476349200.0 10024.3 NA 133 221 77 NA NA NA NA 267 310 112 NA NA NA NA 565 383 67 NA NA NA NA 363 511 105 NA NA NA
1476349200.0 10024.4 NA 143 378 84 0 NA NA NA 263 495 123 0 NA NA NA 551 1192 69 327 NA NA NA 383 1171 100 335 NA NA
1476349200.0 10024.5 NA 134 216 75 NA NA NA NA 265 313 112 NA NA NA NA 582 368 76 NA NA NA NA 395 324 117 NA NA NA
1476349200.0 10025.0 NA 142 373 86 0 NA NA NA 259 485 122 0 NA NA NA 445 1093 52 303 NA NA NA 452 1170 73 310 NA NA
1476349200.0 10026.0 NA 144 397 86 0 NA NA NA 266 495 123 0 NA NA NA 567 1484 71 342 NA NA NA 402 1180 111 353 NA NA
1476349200.0 1003.0 NA 275 0 NA NA NA NA NA 355 0 NA NA NA NA NA 2465 200 NA NA NA NA NA 950 211 NA NA NA NA
1476349200.0 1004.0 NA 357 127 0 0 0 0 NA 450 184 0 0 0 0 NA 640 109 5 25 283 204 NA 487 119 8 23 287 207
1476349200.0 101.0 84 NA NA NA NA NA NA 142 NA NA NA NA NA NA 753 NA NA NA NA NA NA 796 NA NA NA NA NA NA
1476349200.0 102.0 84 NA NA NA NA NA NA 142 NA NA NA NA NA NA 595 NA NA NA NA NA NA 647 NA NA NA NA NA NA
