Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1475359200.0 1.0 66 84 130 NA NA NA NA 145 189 216 NA NA NA NA 2737 405 232 NA NA NA NA 1056 221 224 NA NA NA NA
1475359200.0 10.0 NA 106 372 0 NA NA NA NA 231 466 0 NA NA NA NA 2747 2486 521 NA NA NA NA 886 1044 538 NA NA NA
1475359200.0 1000.0 NA 361 117 0 41 NA NA NA 442 188 0 83 NA NA NA 2682 702 379 177 NA NA NA 1198 391 385 184 NA NA
1475359200.0 1002.0 NA 328 68 NA NA NA NA NA 414 107 NA NA NA NA NA 2215 378 NA NA NA NA NA 1066 121 NA NA NA NA
1475359200.0 10021.0 NA 177 358 0 NA NA NA NA 289 506 0 NA NA NA NA 1000 1819 507 NA NA NA NA 528 1567 513 NA NA NA
1475359200.0 10023.0 NA 165 362 0 NA NA NA NA 301 480 0 NA NA NA NA 654 1702 557 NA NA NA NA 411 1632 559 NA NA NA
1475359200.0 10024.0 NA 184 372 0 NA NA NA NA 304 517 0 NA NA NA NA 710 1931 484 NA NA NA NA 411 1578 489 NA NA NA
1475359200.0 10024.1 NA 179 250 0 NA NA NA NA 309 329 0 NA NA NA NA 581 401 210 NA NA NA NA 524 376 224 NA NA NA
1475359200.0 10024.2 NA 185 383 0 NA NA NA NA 308 484 0 NA NA NA NA 735 1855 499 NA NA NA NA 464 1611 511 NA NA NA
1475359200.0 10024.3 NA 176 219 0 NA NA NA NA 308 321 0 NA NA NA NA 570 398 176 NA NA NA NA 536 337 185 NA NA NA
1475359200.0 10024.4 NA 191 385 0 NA NA NA NA 300 482 0 NA NA NA NA 726 1696 457 NA NA NA NA 655 1507 469 NA NA NA
1475359200.0 10024.5 NA 176 216 0 NA NA NA NA 304 318 0 NA NA NA NA 669 364 216 NA NA NA NA 667 315 224 NA NA NA
1475359200.0 10025.0 NA 175 368 0 NA NA NA NA 299 483 0 NA NA NA NA 687 1648 476 NA NA NA NA 457 1532 487 NA NA NA
1475359200.0 10026.0 NA 182 380 0 NA NA NA NA 303 527 0 NA NA NA NA 778 2089 505 NA NA NA NA 735 2167 516 NA NA NA
1475359200.0 1003.0 NA 274 0 NA NA NA NA NA 360 0 NA NA NA NA NA 2547 256 NA NA NA NA NA 976 267 NA NA NA NA
1475359200.0 1004.0 NA 367 141 0 0 0 0 NA 465 184 0 0 0 0 NA 605 111 5 30 271 249 NA 441 120 8 27 288 257
1475359200.0 10224.0 NA 278 646 0 NA NA NA NA 414 799 0 NA NA NA NA 4042 4470 373 NA NA NA NA 2125 2469 380 NA NA NA
1475359200.0 10225.0 NA 277 615 0 NA NA NA NA 413 814 0 NA NA NA NA 3699 4095 374 NA NA NA NA 1778 2395 381 NA NA NA
1475359200.0 103.0 35 0 0 NA NA NA NA 79 0 0 NA NA NA NA 320 112 271 NA NA NA NA 321 119 322 NA NA NA NA
