Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1476694800.0 10024.0 NA 135 386 86 0 NA 264 493 122 0 NA 1148 2816 149 753 NA 673 2438 202 761
1476694800.0 10424.0 77 138 386 86 0 123 246 494 122 0 16223 1634 3681 239 1040 6683 1086 3079 328 1053
1476694800.0 1313.0 NA 239 450 0 NA NA 335 552 0 NA NA 1616 2477 1530 NA NA 836 1615 1525 NA
1476694800.0 1314.0 NA 207 450 0 NA NA 335 538 0 NA NA 1164 1527 1472 NA NA 721 1355 1480 NA
1476694800.0 1320.0 NA 204 437 0 NA NA 343 534 0 NA NA 1139 1457 1420 NA NA 746 1362 1430 NA
1476694800.0 1324.0 NA 225 460 0 NA NA 342 547 0 NA NA 1440 1784 1566 NA NA 802 1425 1544 NA
1476694800.0 1336.0 NA 229 453 0 NA NA 364 546 0 NA NA 2358 3470 1502 NA NA 1004 1856 1509 NA
1476694800.0 1356.0 83 211 453 0 112 132 333 552 0 159 7387 1219 1683 1437 396 3493 783 1448 1447 398
1476694800.0 136.727 NA 259 427 0 NA NA 377 531 0 NA NA 33439 9911 522 NA NA 12526 3512 537 NA
1476694800.0 136.73 NA 232 426 0 NA NA 323 531 0 NA NA 8431 15997 864 NA NA 4258 5537 876 NA
1476694800.0 136.754 NA 257 449 0 NA NA 349 529 0 NA NA 13358 15229 569 NA NA 8998 4911 583 NA
1476694800.0 136.763 NA 271 467 0 NA NA 383 572 0 NA NA 25332 28448 521 NA NA 9510 8396 537 NA
1476694800.0 1360.0 71 208 459 0 NA 190 317 554 0 NA 6663 857 1431 1454 NA 4657 666 1366 1469 NA
1476694800.0 204.0 83 131 420 0 NA 158 261 522 0 NA 6807 1674 2131 694 NA 2396 953 1424 717 NA
1476694800.0 20421.0 87 98 266 0 NA 129 170 325 0 NA 3230 1181 1607 320 NA 2822 932 1122 328 NA
1476694800.0 20821.0 88 312 311 0 NA 130 688 391 0 NA 22832 7506 4938 562 NA 8609 4962 4458 569 NA
1476694800.0 21225.0 104 310 134 NA NA 150 696 180 NA NA 33109 8163 4390 NA NA 12703 5655 4244 NA NA
1476694800.0 25209.0 NA 338 707 0 NA NA 511 889 0 NA NA 6385 6800 1528 NA NA 2624 2987 1537 NA
1476694800.0 500204.0 NA 210 439 0 NA NA 371 543 0 NA NA 13780 3324 703 NA NA 4751 1594 713 NA
1476694800.0 500207.0 NA 183 434 0 NA NA 356 543 0 NA NA 12739 2794 659 NA NA 4000 1454 665 NA
