Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1476392400.0 1.0 72 87 136 NA NA 149 197 217 NA NA 2330 404 225 NA NA 981 240 215 NA NA
1476392400.0 10.0 NA 106 380 0 NA NA 230 477 0 NA NA 3925 3406 509 NA NA 1228 1382 472 NA
1476392400.0 10021.0 NA 127 364 79 0 NA 257 481 123 0 NA 703 1279 73 327 NA 377 1048 101 326
1476392400.0 10023.0 NA 126 361 75 0 NA 255 479 124 0 NA 537 1137 60 327 NA 405 1210 154 333
1476392400.0 10024.0 NA 136 376 77 0 NA 267 479 124 0 NA 586 1384 75 331 NA 315 1158 114 335
1476392400.0 10024.1 NA 142 240 75 NA NA 257 338 111 NA NA 508 333 49 NA NA 279 275 77 NA
1476392400.0 10024.2 NA 134 377 87 0 NA 262 491 124 0 NA 814 2218 81 446 NA 445 1848 114 451
1476392400.0 10024.3 NA 136 222 66 NA NA 268 311 112 NA NA 545 383 68 NA NA 528 536 106 NA
1476392400.0 10024.4 NA 133 372 78 0 NA 264 514 124 0 NA 596 1350 66 321 NA 335 1104 94 327
1476392400.0 10024.5 NA 136 222 66 NA NA 257 303 111 NA NA 536 288 49 NA NA 303 242 80 NA
1476392400.0 10025.0 NA 139 376 86 0 NA 243 489 122 0 NA 478 1117 53 301 NA 302 1046 80 308
1476392400.0 10026.0 NA 137 378 77 0 NA 260 493 124 0 NA 705 1620 62 389 NA 657 1486 132 386
1476392400.0 101.0 81 NA NA NA NA 142 NA NA NA NA 912 NA NA NA NA 931 NA NA NA NA
1476392400.0 102.0 81 NA NA NA NA 143 NA NA NA NA 631 NA NA NA NA 657 NA NA NA NA
1476392400.0 10224.0 NA 235 584 0 NA NA 406 810 0 NA NA 4724 5931 537 NA NA 1875 2706 537 NA
1476392400.0 10225.0 NA 228 588 0 NA NA 409 819 0 NA NA 4096 4529 589 NA NA 1927 2411 544 NA
1476392400.0 103.0 36 0 0 NA NA 79 0 0 NA NA 314 108 271 NA NA 333 114 305 NA NA
1476392400.0 10424.0 73 134 380 83 0 124 253 490 123 0 10152 982 2079 108 669 3093 641 1742 146 676
1476392400.0 105.0 71 96 27 NA NA 149 193 61 NA NA 2572 357 3 NA NA 1077 221 8 NA NA
1476392400.0 106.0 34 0 0 NA NA 79 0 0 NA NA 315 111 258 NA NA 321 135 288 NA NA
1476392400.0 10624.0 73 150 393 80 0 125 238 508 123 0 4449 722 1396 78 416 1527 450 1209 110 430
1476392400.0 107.0 80 96 362 NA NA 170 193 441 NA NA 9362 784 730 NA NA 3075 454 601 NA NA
1476392400.0 108.0 79 97 375 NA NA 178 192 463 NA NA 6621 461 530 NA NA 1954 260 403 NA NA
1476392400.0 10824.0 72 152 392 78 0 124 246 506 123 0 7326 1338 2381 163 707 2415 885 1876 198 712
1476392400.0 109.0 81 100 368 NA NA 166 193 459 NA NA 8509 545 579 NA NA 2540 311 468 NA NA
1476392400.0 11.0 NA 102 416 0 54 NA 229 495 0 96 NA 1554 717 263 20 NA 654 467 267 22
1476392400.0 110.0 52 89 356 NA NA 101 183 456 NA NA 769 390 444 NA NA 466 237 413 NA NA
1476392400.0 1102.0 NA 103 373 113 63 NA 223 473 181 115 NA 2620 2316 1304 236 NA 800 884 434 75
1476392400.0 111.0 76 103 382 NA NA 155 201 467 NA NA 1793 279 334 NA NA 835 192 293 NA NA
1476392400.0 112.0 79 101 373 NA NA 174 199 454 NA NA 3245 362 360 NA NA 1098 198 307 NA NA
1476392400.0 113.0 79 93 374 NA NA 162 182 463 NA NA 9760 585 587 NA NA 2974 315 496 NA NA
1476392400.0 114.0 77 92 363 NA NA 175 201 460 NA NA 11930 586 608 NA NA 3402 324 503 NA NA
1476392400.0 115.0 78 97 380 NA NA 162 200 456 NA NA 3530 404 416 NA NA 1191 216 338 NA NA
1476392400.0 116.0 74 92 362 NA NA 165 221 456 NA NA 10389 859 684 NA NA 3210 496 548 NA NA
1476392400.0 117.0 81 95 374 NA NA 163 195 458 NA NA 4311 411 485 NA NA 1520 237 373 NA NA
1476392400.0 118.0 79 100 377 NA NA 173 196 461 NA NA 3996 427 475 NA NA 1375 232 358 NA NA
1476392400.0 119.0 77 92 367 NA NA 172 192 459 NA NA 2643 381 418 NA NA 949 239 379 NA NA
1476392400.0 12.0 NA 102 370 0 NA NA 202 459 0 NA NA 1951 1550 311 NA NA 617 729 329 NA
1476392400.0 120.0 53 85 368 NA NA 107 194 456 NA NA 557 322 321 NA NA 355 190 293 NA NA
1476392400.0 121.0 78 101 370 NA NA 158 198 463 NA NA 8311 911 895 NA NA 2690 534 637 NA NA
1476392400.0 122.0 58 93 362 NA NA 109 177 456 NA NA 724 189 317 NA NA 419 151 283 NA NA
