Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1475359200.0 1.0 51 70 120 NA NA NA NA 97 143 168 NA NA NA NA 2512 532 644 NA NA NA NA 2576 638 674 NA NA NA NA
1475359200.0 10.0 NA 66 172 0 NA NA NA NA 140 229 0 NA NA NA NA 1915 2132 659 NA NA NA NA 1955 2161 680 NA NA NA
1475359200.0 1000.0 NA 187 101 0 33 NA NA NA 239 153 0 66 NA NA NA 2440 566 616 112 NA NA NA 2517 679 636 132 NA NA
1475359200.0 1001.0 NA 163 170 0 0 0 0 NA 221 202 0 0 0 0 NA 1876 357 62 61 646 49 NA 1926 370 70 65 652 59
1475359200.0 1002.0 NA 184 55 NA NA NA NA NA 248 93 NA NA NA NA NA 2924 251 NA NA NA NA NA 2967 289 NA NA NA NA
1475359200.0 1003.0 NA 157 0 NA NA NA NA NA 221 0 NA NA NA NA NA 4181 797 NA NA NA NA NA 4754 875 NA NA NA NA
1475359200.0 101.0 80 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1228 NA NA NA NA NA NA 1250 NA NA NA NA NA NA
1475359200.0 102.0 79 NA NA NA NA NA NA 135 NA NA NA NA NA NA 776 NA NA NA NA NA NA 821 NA NA NA NA NA NA
1475359200.0 103.0 48 71 167 NA NA NA NA 90 143 224 NA NA NA NA 1154 326 609 NA NA NA NA 1197 346 674 NA NA NA NA
1475359200.0 105.0 52 70 23 NA NA NA NA 97 143 53 NA NA NA NA 2043 416 4 NA NA NA NA 2221 436 11 NA NA NA NA
1475359200.0 106.0 36 0 0 NA NA NA NA 76 0 0 NA NA NA NA 476 102 236 NA NA NA NA 490 111 253 NA NA NA NA
1475359200.0 107.0 53 74 172 NA NA NA NA 97 143 227 NA NA NA NA 4829 567 854 NA NA NA NA 5355 595 904 NA NA NA NA
1475359200.0 108.0 55 83 173 NA NA NA NA 100 143 228 NA NA NA NA 5524 494 777 NA NA NA NA 5628 513 810 NA NA NA NA
1475359200.0 109.0 54 84 175 NA NA NA NA 100 143 228 NA NA NA NA 5562 385 746 NA NA NA NA 5607 400 778 NA NA NA NA
1475359200.0 11.0 NA 64 179 0 41 NA NA NA 139 237 0 76 NA NA NA 1758 1147 853 62 NA NA NA 1789 1487 885 79 NA NA
1475359200.0 110.0 44 81 169 NA NA NA NA 88 143 226 NA NA NA NA 809 516 649 NA NA NA NA 904 534 692 NA NA NA NA
1475359200.0 1102.0 NA 66 173 96 59 NA NA NA 139 230 154 100 NA NA NA 2431 3454 2220 194 NA NA NA 2504 3540 2331 206 NA NA
1475359200.0 111.0 51 83 169 NA NA NA NA 96 143 225 NA NA NA NA 2580 487 750 NA NA NA NA 2653 509 784 NA NA NA NA
1475359200.0 112.0 52 72 172 NA NA NA NA 98 143 227 NA NA NA NA 5536 615 876 NA NA NA NA 5678 640 986 NA NA NA NA
1475359200.0 113.0 53 83 172 NA NA NA NA 98 144 227 NA NA NA NA 3779 465 659 NA NA NA NA 3961 486 810 NA NA NA NA
1475359200.0 114.0 56 71 170 NA NA NA NA 98 143 227 NA NA NA NA 4432 650 865 NA NA NA NA 4969 674 989 NA NA NA NA
1475359200.0 115.0 53 75 169 NA NA NA NA 99 143 227 NA NA NA NA 3968 407 581 NA NA NA NA 4020 428 743 NA NA NA NA
1475359200.0 116.0 56 72 172 NA NA NA NA 99 143 227 NA NA NA NA 5565 567 1013 NA NA NA NA 6227 815 1314 NA NA NA NA
1475359200.0 117.0 54 74 172 NA NA NA NA 100 143 227 NA NA NA NA 5455 382 640 NA NA NA NA 5546 406 673 NA NA NA NA
1475359200.0 118.0 58 75 173 NA NA NA NA 99 143 226 NA NA NA NA 5942 633 975 NA NA NA NA 6303 810 1288 NA NA NA NA
1475359200.0 119.0 51 72 174 NA NA NA NA 97 143 227 NA NA NA NA 4476 607 937 NA NA NA NA 5016 645 974 NA NA NA NA
1475359200.0 12.0 NA 65 175 0 NA NA NA NA 139 228 0 NA NA NA NA 1681 2276 684 NA NA NA NA 1708 2319 697 NA NA NA
1475359200.0 120.0 44 72 168 NA NA NA NA 87 143 226 NA NA NA NA 608 421 560 NA NA NA NA 635 510 591 NA NA NA NA
1475359200.0 121.0 57 78 177 NA NA NA NA 99 143 227 NA NA NA NA 5633 460 806 NA NA NA NA 5951 485 847 NA NA NA NA
1475359200.0 122.0 50 75 167 NA NA NA NA 96 143 224 NA NA NA NA 1828 334 626 NA NA NA NA 1901 352 723 NA NA NA NA
1475359200.0 123.1 155 NA NA NA NA NA NA 213 NA NA NA NA NA NA 671 NA NA NA NA NA NA 708 NA NA NA NA NA NA
1475359200.0 123.2 157 NA NA NA NA NA NA 214 NA NA NA NA NA NA 817 NA NA NA NA NA NA 868 NA NA NA NA NA NA
1475359200.0 123.3 145 NA NA NA NA NA NA 202 NA NA NA NA NA NA 486 NA NA NA NA NA NA 518 NA NA NA NA NA NA
1475359200.0 124.1 147 NA NA NA NA NA NA 205 NA NA NA NA NA NA 508 NA NA NA NA NA NA 546 NA NA NA NA NA NA
1475359200.0 124.2 155 NA NA NA NA NA NA 212 NA NA NA NA NA NA 619 NA NA NA NA NA NA 644 NA NA NA NA NA NA
1475359200.0 124.4 150 NA NA NA NA NA NA 205 NA NA NA NA NA NA 517 NA NA NA NA NA NA 544 NA NA NA NA NA NA
1475359200.0 124.5 149 NA NA NA NA NA NA 205 NA NA NA NA NA NA 513 NA NA NA NA NA NA 536 NA NA NA NA NA NA
1475359200.0 124.6 145 NA NA NA NA NA NA 202 NA NA NA NA NA NA 505 NA NA NA NA NA NA 526 NA NA NA NA NA NA
1475359200.0 125.0 54 75 171 NA NA NA NA 99 144 227 NA NA NA NA 4758 442 673 NA NA NA NA 4826 466 705 NA NA NA NA
1475359200.0 126.0 43 70 169 NA NA NA NA 84 143 226 NA NA NA NA 1561 437 694 NA NA NA NA 1604 460 730 NA NA NA NA
1475359200.0 127.0 45 76 169 NA NA NA NA 88 143 226 NA NA NA NA 1900 569 803 NA NA NA NA 1922 593 931 NA NA NA NA
