Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1475964000.0 1.0 51 71 115 NA NA NA NA 93 142 165 NA NA NA NA 3823 701 722 NA NA NA NA 3939 736 756 NA NA NA NA
1475964000.0 10.0 NA 70 165 0 NA NA NA NA 139 222 0 NA NA NA NA 2220 2535 620 NA NA NA NA 2277 2598 637 NA NA NA
1475964000.0 1000.0 NA 170 102 0 32 NA NA NA 228 151 0 66 NA NA NA 4530 1136 1248 252 NA NA NA 4586 1255 1282 281 NA NA
1475964000.0 1001.0 NA 158 103 0 0 0 0 NA 214 140 0 0 0 0 NA 4117 511 102 99 493 142 NA 4170 530 109 110 497 150
1475964000.0 1002.0 NA 180 62 NA NA NA NA NA 243 92 NA NA NA NA NA 4821 354 NA NA NA NA NA 5145 432 NA NA NA NA
1475964000.0 1003.0 NA 154 0 NA NA NA NA NA 214 0 NA NA NA NA NA 6607 1203 NA NA NA NA NA 6774 1236 NA NA NA NA
1475964000.0 1004.0 NA 161 87 0 0 0 NA NA 221 122 0 0 0 NA NA 1153 235 120 146 533 NA NA 1193 244 124 149 542 NA
1475964000.0 101.0 78 NA NA NA NA NA NA 133 NA NA NA NA NA NA 2424 NA NA NA NA NA NA 2488 NA NA NA NA NA NA
1475964000.0 102.0 80 NA NA NA NA NA NA 134 NA NA NA NA NA NA 1841 NA NA NA NA NA NA 1873 NA NA NA NA NA NA
1475964000.0 103.0 45 74 161 NA NA NA NA 87 142 221 NA NA NA NA 1529 472 820 NA NA NA NA 1550 497 858 NA NA NA NA
1475964000.0 105.0 51 74 23 NA NA NA NA 93 142 51 NA NA NA NA 3799 776 11 NA NA NA NA 3914 804 18 NA NA NA NA
1475964000.0 106.0 35 0 0 NA NA NA NA 73 0 0 NA NA NA NA 916 154 369 NA NA NA NA 934 161 393 NA NA NA NA
1475964000.0 107.0 50 77 165 NA NA NA NA 94 142 221 NA NA NA NA 3700 428 654 NA NA NA NA 3735 459 687 NA NA NA NA
1475964000.0 108.0 54 87 169 NA NA NA NA 97 142 221 NA NA NA NA 5731 430 678 NA NA NA NA 6008 451 696 NA NA NA NA
1475964000.0 109.0 55 87 166 NA NA NA NA 98 142 221 NA NA NA NA 6318 480 793 NA NA NA NA 6511 505 1013 NA NA NA NA
1475964000.0 11.0 NA 66 172 0 42 NA NA NA 138 231 0 74 NA NA NA 1736 1104 723 44 NA NA NA 1768 1178 744 57 NA NA
1475964000.0 110.0 42 73 161 NA NA NA NA 80 142 221 NA NA NA NA 1470 702 1060 NA NA NA NA 1491 726 1097 NA NA NA NA
1475964000.0 1102.0 NA 68 166 98 55 NA NA NA 138 221 148 99 NA NA NA 2287 3277 1961 185 NA NA NA 2340 3415 2029 205 NA NA
1475964000.0 111.0 51 76 164 NA NA NA NA 93 142 221 NA NA NA NA 4431 576 1018 NA NA NA NA 4681 623 1067 NA NA NA NA
1475964000.0 112.0 51 86 164 NA NA NA NA 95 142 221 NA NA NA NA 4321 429 592 NA NA NA NA 4466 465 623 NA NA NA NA
1475964000.0 113.0 51 76 164 NA NA NA NA 95 142 222 NA NA NA NA 3589 435 609 NA NA NA NA 3659 493 650 NA NA NA NA
1475964000.0 114.0 51 78 161 NA NA NA NA 95 142 215 NA NA NA NA 6370 1070 1172 NA NA NA NA 6623 1117 1207 NA NA NA NA
1475964000.0 115.0 52 77 166 NA NA NA NA 96 142 221 NA NA NA NA 4922 470 669 NA NA NA NA 5082 498 734 NA NA NA NA
1475964000.0 116.0 52 77 174 NA NA NA NA 96 142 221 NA NA NA NA 4095 431 622 NA NA NA NA 4236 447 638 NA NA NA NA
1475964000.0 117.0 53 81 169 NA NA NA NA 97 142 221 NA NA NA NA 5966 473 753 NA NA NA NA 6224 548 816 NA NA NA NA
1475964000.0 118.0 53 83 167 NA NA NA NA 96 142 221 NA NA NA NA 8514 803 1340 NA NA NA NA 8741 829 1460 NA NA NA NA
1475964000.0 119.0 53 79 164 NA NA NA NA 95 142 221 NA NA NA NA 3698 434 616 NA NA NA NA 3889 459 654 NA NA NA NA
1475964000.0 12.0 NA 73 163 0 NA NA NA NA 138 221 0 NA NA NA NA 2076 2686 712 NA NA NA NA 2120 2750 809 NA NA NA
1475964000.0 120.0 42 71 160 NA NA NA NA 85 142 212 NA NA NA NA 1159 686 924 NA NA NA NA 1181 709 976 NA NA NA NA
1475964000.0 121.0 54 77 167 NA NA NA NA 96 142 221 NA NA NA NA 5782 467 766 NA NA NA NA 6020 531 928 NA NA NA NA
1475964000.0 122.0 48 74 163 NA NA NA NA 93 142 221 NA NA NA NA 2377 655 840 NA NA NA NA 2418 686 873 NA NA NA NA
1475964000.0 123.1 149 NA NA NA NA NA NA 203 NA NA NA NA NA NA 1283 NA NA NA NA NA NA 1316 NA NA NA NA NA NA
1475964000.0 123.2 149 NA NA NA NA NA NA 204 NA NA NA NA NA NA 1560 NA NA NA NA NA NA 1598 NA NA NA NA NA NA
1475964000.0 123.3 137 NA NA NA NA NA NA 199 NA NA NA NA NA NA 817 NA NA NA NA NA NA 847 NA NA NA NA NA NA
1475964000.0 124.1 146 NA NA NA NA NA NA 199 NA NA NA NA NA NA 821 NA NA NA NA NA NA 851 NA NA NA NA NA NA
1475964000.0 124.2 148 NA NA NA NA NA NA 203 NA NA NA NA NA NA 1014 NA NA NA NA NA NA 1054 NA NA NA NA NA NA
1475964000.0 124.4 148 NA NA NA NA NA NA 199 NA NA NA NA NA NA 832 NA NA NA NA NA NA 860 NA NA NA NA NA NA
1475964000.0 124.5 146 NA NA NA NA NA NA 199 NA NA NA NA NA NA 877 NA NA NA NA NA NA 908 NA NA NA NA NA NA
1475964000.0 124.6 140 NA NA NA NA NA NA 199 NA NA NA NA NA NA 831 NA NA NA NA NA NA 865 NA NA NA NA NA NA
1475964000.0 125.0 52 78 166 NA NA NA NA 96 142 221 NA NA NA NA 4797 449 641 NA NA NA NA 4922 510 665 NA NA NA NA
1475964000.0 126.0 42 71 162 NA NA NA NA 86 142 221 NA NA NA NA 2231 742 921 NA NA NA NA 2248 766 951 NA NA NA NA
1475964000.0 127.0 43 71 160 NA NA NA NA 85 142 221 NA NA NA NA 2738 757 879 NA NA NA NA 2770 777 921 NA NA NA NA
1475964000.0 128.0 41 81 160 NA NA NA NA 80 142 212 NA NA NA NA 1089 702 847 NA NA NA NA 1109 736 883 NA NA NA NA
1475964000.0 129.0 43 71 160 NA NA NA NA 84 142 221 NA NA NA NA 1114 849 839 NA NA NA NA 1136 876 875 NA NA NA NA
1475964000.0 13.0 NA 66 162 0 NA NA NA NA 138 221 0 NA NA NA NA 641 2048 912 NA NA NA NA 676 2101 935 NA NA NA
1475964000.0 130.0 42 71 160 NA NA NA NA 80 142 221 NA NA NA NA 1375 677 959 NA NA NA NA 1401 697 1010 NA NA NA NA
1475964000.0 1301.0 57 110 143 NA NA NA NA 100 168 197 NA NA NA NA 3158 1206 1324 NA NA NA NA 3361 1819 1543 NA NA NA NA
1475964000.0 1302.0 63 122 142 NA NA NA NA 106 168 201 NA NA NA NA 9431 1179 1517 NA NA NA NA 9625 1306 2088 NA NA NA NA
1475964000.0 1303.0 63 121 148 NA NA NA NA 107 168 203 NA NA NA NA 15192 1424 2295 NA NA NA NA 16005 2224 2533 NA NA NA NA
1475964000.0 131.0 44 73 162 NA NA NA NA 87 142 221 NA NA NA NA 2883 702 1127 NA NA NA NA 2932 722 1164 NA NA NA NA
1475964000.0 1311.0 NA 125 189 0 55 NA NA NA 180 251 0 83 NA NA NA 1269 1903 3119 209 NA NA NA 2021 2555 3165 290 NA NA
1475964000.0 132.0 48 77 164 NA NA NA NA 92 142 221 NA NA NA NA 5352 768 1111 NA NA NA NA 5542 841 1146 NA NA NA NA
1475964000.0 133.0 53 78 169 NA NA NA NA 98 142 221 NA NA NA NA 7307 476 822 NA NA NA NA 7575 531 853 NA NA NA NA
1475964000.0 134.0 NA 184 28 0 NA NA NA NA 246 65 0 NA NA NA NA 5554 29 18 NA NA NA NA 5625 36 21 NA NA NA
1475964000.0 134.701 NA 85 195 0 NA NA NA NA 146 266 0 NA NA NA NA 1009 5385 983 NA NA NA NA 1827 5984 1001 NA NA NA
1475964000.0 134.702 NA 88 193 0 NA NA NA NA 144 255 0 NA NA NA NA 1829 11478 1362 NA NA NA NA 2005 11671 1377 NA NA NA
1475964000.0 134.703 NA 91 201 0 NA NA NA NA 147 270 0 NA NA NA NA 1942 11178 1395 NA NA NA NA 2115 11371 1415 NA NA NA
1475964000.0 134.704 NA 88 193 0 NA NA NA NA 146 258 0 NA NA NA NA 1808 10855 1373 NA NA NA NA 1961 11001 1393 NA NA NA
1475964000.0 134.705 NA 91 201 0 NA NA NA NA 147 269 0 NA NA NA NA 1953 11818 1438 NA NA NA NA 2093 12317 1462 NA NA NA
1475964000.0 134.706 NA 88 198 0 NA NA NA NA 147 266 0 NA NA NA NA 2075 12000 1456 NA NA NA NA 2710 12210 1487 NA NA NA
1475964000.0 134.801 NA 95 194 0 NA NA NA NA 152 256 0 NA NA NA NA 1044 5117 989 NA NA NA NA 1522 5294 1016 NA NA NA
1475964000.0 134.802 NA 101 200 0 NA NA NA NA 153 259 0 NA NA NA NA 3285 14550 1301 NA NA NA NA 3742 15063 1340 NA NA NA
1475964000.0 134.803 NA 96 196 0 NA NA NA NA 154 257 0 NA NA NA NA 2800 12955 1306 NA NA NA NA 3003 13283 1325 NA NA NA
1475964000.0 134.804 NA 99 205 0 NA NA NA NA 156 269 0 NA NA NA NA 3288 14472 1294 NA NA NA NA 3599 14682 1305 NA NA NA
1475964000.0 134.805 NA 104 205 0 NA NA NA NA 160 270 0 NA NA NA NA 3601 14316 1384 NA NA NA NA 4144 14546 1399 NA NA NA
1475964000.0 134.806 NA 106 209 0 NA NA NA NA 159 267 0 NA NA NA NA 4065 15740 1307 NA NA NA NA 4521 15921 1327 NA NA NA
1475964000.0 134.807 NA 113 204 0 NA NA NA NA 158 271 0 NA NA NA NA 3457 14087 1534 NA NA NA NA 3909 14363 1563 NA NA NA
1475964000.0 134.808 NA 117 203 0 NA NA NA NA 159 272 0 NA NA NA NA 3118 14455 1403 NA NA NA NA 3699 14933 1423 NA NA NA
1475964000.0 135.1 180 0 90 NA NA NA NA 242 0 136 NA NA NA NA 1086 205 290 NA NA NA NA 1187 242 362 NA NA NA NA
1475964000.0 135.11 183 0 92 NA NA NA NA 251 0 136 NA NA NA NA 1320 209 309 NA NA NA NA 1428 228 357 NA NA NA NA
1475964000.0 135.12 175 0 89 NA NA NA NA 238 0 134 NA NA NA NA 894 194 281 NA NA NA NA 1002 210 711 NA NA NA NA
1475964000.0 135.2 165 0 87 NA NA NA NA 221 0 132 NA NA NA NA 733 178 245 NA NA NA NA 927 198 325 NA NA NA NA
1475964000.0 135.3 169 0 87 NA NA NA NA 221 0 132 NA NA NA NA 710 173 247 NA NA NA NA 1175 187 335 NA NA NA NA
1475964000.0 135.4 181 0 90 NA NA NA NA 241 0 136 NA NA NA NA 960 200 285 NA NA NA NA 1429 219 344 NA NA NA NA
