Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2
1476651600.0 10024.5 NA 0 NA 0 NA 0 NA 0
1476651600.0 101.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 102.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 10225.0 NA 0 NA 0 NA 0 NA 0
1476651600.0 103.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 10424.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 106.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 10624.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 10824.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 118.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 122.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 123.1 0 NA 0 NA 0 NA 0 NA
1476651600.0 123.2 0 NA 0 NA 0 NA 0 NA
1476651600.0 123.3 0 NA 0 NA 0 NA 0 NA
1476651600.0 124.1 0 NA 0 NA 0 NA 0 NA
1476651600.0 124.4 0 NA 0 NA 0 NA 0 NA
1476651600.0 124.5 0 NA 0 NA 0 NA 0 NA
1476651600.0 128.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 129.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 1301.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 1302.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 1312.0 NA 0 NA 0 NA 0 NA 0
1476651600.0 133.0 0 NA 0 NA 0 NA 0 NA
1476651600.0 1332.0 NA 0 NA 0 NA 0 NA 0
1476651600.0 134.705 NA 0 NA 0 NA 0 NA 0
1476651600.0 134.804 NA 0 NA 0 NA 0 NA 0
1476651600.0 134.805 NA 0 NA 0 NA 0 NA 0
1476651600.0 134.807 NA 0 NA 0 NA 0 NA 0
1476651600.0 134.808 NA 0 NA 0 NA 0 NA 0
1476651600.0 134.809 NA 0 NA 0 NA 0 NA 0
1476651600.0 134.81 NA 0 NA 0 NA 0 NA 0
1476651600.0 134.813 NA 0 NA 0 NA 0 NA 0
1476651600.0 134.908 NA 0 NA 0 NA 0 NA 0
1476651600.0 134.99601 NA 0 NA 0 NA 0 NA 0
1476651600.0 134.99603 NA 0 NA 0 NA 0 NA 0
1476651600.0 1341.0 NA 0 NA 0 NA 0 NA 0
1476651600.0 135.12 0 NA 0 NA 0 NA 0 NA
1476651600.0 135.2 0 NA 0 NA 0 NA 0 NA
1476651600.0 135.5 0 NA 0 NA 0 NA 0 NA
1476651600.0 135.8 0 NA 0 NA 0 NA 0 NA
1476651600.0 136.721 NA 0 NA 0 NA 0 NA 0
1476651600.0 136.723 NA 0 NA 0 NA 0 NA 0
1476651600.0 136.726 NA 0 NA 0 NA 0 NA 0
1476651600.0 136.728 NA 0 NA 0 NA 0 NA 0
