Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1476568800.0 1.0 46 66 117 NA NA NA NA NA 162 221 275 NA NA NA NA NA 3826 451 401 NA NA NA NA NA 3881 467 418 NA NA NA NA NA
1476568800.0 10.0 NA 86 189 0 NA NA NA NA NA 238 395 0 NA NA NA NA NA 4565 4424 1081 NA NA NA NA NA 4674 4531 1111 NA NA NA NA
1476568800.0 1000.0 NA 207 118 0 46 NA NA NA NA 407 261 0 139 NA NA NA NA 3700 858 887 269 NA NA NA NA 3811 941 911 325 NA NA NA
1476568800.0 1001.0 NA 190 166 0 0 0 0 0 NA 381 298 0 0 0 0 0 NA 3851 1076 11 91 1073 39 1106 NA 3919 1120 17 98 1079 44 1111
1476568800.0 1002.0 NA 199 57 NA NA NA NA NA NA 398 141 NA NA NA NA NA NA 2705 196 NA NA NA NA NA NA 2768 209 NA NA NA NA NA
1476568800.0 10021.0 NA 111 207 62 0 NA NA NA NA 273 415 174 0 NA NA NA NA 960 2162 147 1192 NA NA NA NA 1091 2784 249 1257 NA NA NA
1476568800.0 10023.0 NA 112 205 64 0 NA NA NA NA 273 415 174 0 NA NA NA NA 753 1422 175 953 NA NA NA NA 934 1800 332 1010 NA NA NA
1476568800.0 10024.0 NA 116 217 63 0 NA NA NA NA 273 432 174 0 NA NA NA NA 930 1996 150 1141 NA NA NA NA 1053 2199 301 1168 NA NA NA
1476568800.0 10024.1 NA 114 152 0 NA NA NA NA NA 274 308 0 NA NA NA NA NA 695 542 532 NA NA NA NA NA 1079 574 540 NA NA NA NA
1476568800.0 10024.3 NA 114 143 0 NA NA NA NA NA 274 302 0 NA NA NA NA NA 542 578 443 NA NA NA NA NA 590 617 450 NA NA NA NA
1476568800.0 10024.5 NA 114 141 0 NA NA NA NA NA 274 303 0 NA NA NA NA NA 574 381 347 NA NA NA NA NA 634 431 354 NA NA NA NA
1476568800.0 10025.0 NA 114 216 62 0 NA NA NA NA 274 417 175 0 NA NA NA NA 630 1256 104 796 NA NA NA NA 704 1608 164 813 NA NA NA
1476568800.0 10026.0 NA 116 213 62 0 NA NA NA NA 273 419 174 0 NA NA NA NA 918 2808 190 1151 NA NA NA NA 2113 2998 289 1177 NA NA NA
1476568800.0 1003.0 NA 173 0 NA NA NA NA NA NA 363 0 NA NA NA NA NA NA 4281 534 NA NA NA NA NA NA 4427 552 NA NA NA NA NA
1476568800.0 1004.0 NA 176 129 0 0 0 0 NA NA 364 250 0 0 0 0 NA NA 623 241 7 73 475 396 NA NA 647 254 12 79 480 402 NA
1476568800.0 101.0 79 NA NA NA NA NA NA NA 237 NA NA NA NA NA NA NA 1258 NA NA NA NA NA NA NA 1331 NA NA NA NA NA NA NA
1476568800.0 102.0 80 NA NA NA NA NA NA NA 237 NA NA NA NA NA NA NA 844 NA NA NA NA NA NA NA 938 NA NA NA NA NA NA NA
1476568800.0 10224.0 NA 156 282 0 NA NA NA NA NA 316 536 0 NA NA NA NA NA 4623 7982 1110 NA NA NA NA NA 6546 21546 1135 NA NA NA NA
1476568800.0 10225.0 NA 153 289 0 NA NA NA NA NA 309 535 0 NA NA NA NA NA 4594 7186 1058 NA NA NA NA NA 6505 21208 1085 NA NA NA NA
1476568800.0 103.0 34 0 0 NA NA NA NA NA 143 0 0 NA NA NA NA NA 419 93 181 NA NA NA NA NA 499 127 203 NA NA NA NA NA
1476568800.0 10424.0 54 107 215 72 0 NA NA NA 166 268 417 175 0 NA NA NA 11873 1261 2086 268 1422 NA NA NA 12692 11946 2249 850 1502 NA NA NA
1476568800.0 105.0 47 84 26 NA NA NA NA NA 162 229 123 NA NA NA NA NA 2606 288 3 NA NA NA NA NA 2621 308 6 NA NA NA NA NA
1476568800.0 106.0 33 0 0 NA NA NA NA NA 143 0 0 NA NA NA NA NA 417 93 167 NA NA NA NA NA 454 106 207 NA NA NA NA NA
1476568800.0 10624.0 53 113 217 64 0 NA NA NA 166 269 422 177 0 NA NA NA 8744 1089 1679 151 1092 NA NA NA 8944 1270 1856 196 1117 NA NA NA
