Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1476608400.0 1.0 46 67 118 NA NA 162 225 275 NA NA 2467 310 247 NA NA 2658 321 275 NA NA
1476608400.0 10.0 NA 86 190 0 NA NA 238 395 0 NA NA 4163 3881 1040 NA NA 4262 3980 1274 NA
1476608400.0 1002.0 NA 199 57 NA NA NA 398 141 NA NA NA 1798 122 NA NA NA 1910 133 NA NA
1476608400.0 10024.1 NA 114 148 0 NA NA 274 308 0 NA NA 368 393 361 NA NA 562 437 373 NA
1476608400.0 10024.5 NA 114 141 0 NA NA 274 302 0 NA NA 404 302 270 NA NA 441 330 278 NA
1476608400.0 1003.0 NA 172 0 NA NA NA 363 0 NA NA NA 3006 338 NA NA NA 3203 348 NA NA
1476608400.0 10224.0 NA 159 287 0 NA NA 315 527 0 NA NA 4423 7611 1097 NA NA 5260 12633 1115 NA
1476608400.0 10225.0 NA 151 303 0 NA NA 310 533 0 NA NA 4394 6318 1410 NA NA 4867 6706 1438 NA
1476608400.0 10424.0 52 107 211 64 0 167 269 420 176 0 6486 732 1250 117 792 10631 853 1450 206 825
1476608400.0 10624.0 52 111 212 65 0 167 270 422 177 0 6512 796 1257 125 775 10665 893 1448 205 814
1476608400.0 107.0 49 82 187 NA NA 163 228 390 NA NA 6698 705 795 NA NA 7278 830 831 NA NA
1476608400.0 108.0 51 77 198 NA NA 165 229 399 NA NA 3682 284 426 NA NA 4189 319 455 NA NA
1476608400.0 10824.0 52 112 217 63 0 167 270 423 177 0 6196 562 983 78 561 6523 730 1046 114 570
1476608400.0 109.0 51 76 196 NA NA 166 228 391 NA NA 3497 274 398 NA NA 3968 289 492 NA NA
1476608400.0 1102.0 NA 86 197 99 56 NA 238 398 248 157 NA 1767 1959 1056 95 NA 1824 2092 1095 108
1476608400.0 111.0 47 74 186 NA NA 164 229 391 NA NA 3023 262 420 NA NA 3190 305 471 NA NA
1476608400.0 112.0 48 79 187 NA NA 163 228 390 NA NA 2507 271 322 NA NA 3283 295 340 NA NA
1476608400.0 113.0 52 83 186 NA NA 165 229 390 NA NA 8582 703 859 NA NA 8845 732 926 NA NA
1476608400.0 114.0 49 77 190 NA NA 165 229 390 NA NA 3005 271 335 NA NA 3300 458 364 NA NA
1476608400.0 115.0 52 84 188 NA NA 165 229 390 NA NA 8864 645 1093 NA NA 9305 680 1126 NA NA
1476608400.0 116.0 51 85 190 NA NA 165 229 390 NA NA 3216 272 349 NA NA 3471 285 373 NA NA
1476608400.0 117.0 50 75 190 NA NA 165 228 391 NA NA 4047 297 396 NA NA 4157 314 451 NA NA
1476608400.0 119.0 49 84 188 NA NA 162 229 390 NA NA 6257 682 795 NA NA 6737 703 840 NA NA
1476608400.0 12.0 NA 85 193 0 NA NA 238 398 0 NA NA 3476 3272 955 NA NA 3531 3330 988 NA
1476608400.0 121.0 52 83 192 NA NA 165 228 390 NA NA 3636 282 418 NA NA 3998 300 462 NA NA
1476608400.0 125.0 49 80 187 NA NA 162 229 390 NA NA 7561 656 703 NA NA 8162 692 771 NA NA
1476608400.0 127.0 41 71 183 NA NA 155 229 391 NA NA 992 274 340 NA NA 1007 297 362 NA NA
1476608400.0 13.0 NA 79 187 0 NA NA 240 393 0 NA NA 294 812 499 NA NA 320 909 509 NA
1476608400.0 1301.0 52 145 154 NA NA 165 331 329 NA NA 1057 530 429 NA NA 1144 574 501 NA NA
1476608400.0 1303.0 57 154 158 NA NA 170 331 335 NA NA 10978 795 942 NA NA 15270 857 1083 NA NA
1476608400.0 1306.0 NA 168 228 0 NA NA 350 435 0 NA NA 984 1039 2228 NA NA 1123 1274 2320 NA
1476608400.0 1308.0 NA 147 123 42 0 NA 339 308 147 0 NA 549 387 45 462 NA 602 660 64 475
1476608400.0 1309.0 NA 177 237 0 NA NA 366 445 0 NA NA 1197 1401 1808 NA NA 1334 1528 1835 NA
1476608400.0 131.0 42 72 184 NA NA 156 229 391 NA NA 1203 275 341 NA NA 1251 294 360 NA NA
1476608400.0 1312.0 NA 179 238 0 NA NA 363 448 0 NA NA 464 547 813 NA NA 537 785 832 NA
1476608400.0 1313.0 NA 173 239 0 NA NA 367 448 0 NA NA 1370 1897 1719 NA NA 1490 1983 1750 NA
1476608400.0 1314.0 NA 179 232 0 NA NA 354 438 0 NA NA 1166 1454 1965 NA NA 1311 1652 2029 NA
1476608400.0 1316.0 NA 163 228 0 NA NA 352 436 0 NA NA 1206 1131 2287 NA NA 1432 1753 2324 NA
1476608400.0 1317.0 NA 165 229 0 NA NA 352 436 0 NA NA 947 942 1603 NA NA 1272 1026 1637 NA
1476608400.0 1324.0 NA 179 237 0 NA NA 366 444 0 NA NA 1199 1708 1861 NA NA 1325 1928 2410 NA
1476608400.0 1325.0 NA 178 235 0 65 NA 363 445 0 177 NA 1195 1585 1817 259 NA 1296 1680 1878 670
1476608400.0 1325.1 NA 174 141 0 NA NA 365 300 0 NA NA 685 331 273 NA NA 730 568 281 NA
1476608400.0 1325.2 NA 182 234 0 NA NA 363 443 0 NA NA 1457 1805 2388 NA NA 1594 2042 2465 NA
1476608400.0 1325.3 NA 176 138 0 NA NA 365 295 0 NA NA 647 290 290 NA NA 691 369 307 NA
1476608400.0 1325.4 NA 178 236 0 NA NA 363 445 0 NA NA 1136 1336 2137 NA NA 1288 1454 2201 NA
1476608400.0 1327.0 NA 182 232 0 NA NA 359 441 0 NA NA 961 1007 1652 NA NA 1089 1074 1711 NA
1476608400.0 1328.0 NA 176 236 0 NA NA 359 442 0 NA NA 461 523 785 NA NA 542 593 806 NA
1476608400.0 133.0 51 76 194 NA NA 166 228 393 NA NA 4433 315 505 NA NA 4590 335 544 NA NA
1476608400.0 1330.0 NA 176 232 0 NA NA 360 442 0 NA NA 1099 1259 1884 NA NA 1373 1451 1971 NA
1476608400.0 1332.0 NA 177 228 0 NA NA 359 441 0 NA NA 437 509 819 NA NA 470 789 853 NA
1476608400.0 1335.0 NA 172 232 0 NA NA 357 440 0 NA NA 1069 1450 1968 NA NA 1301 1624 1997 NA
1476608400.0 1336.0 NA 176 236 0 NA NA 365 445 0 NA NA 828 1210 808 NA NA 1189 1282 827 NA
1476608400.0 1337.0 NA 190 241 0 NA NA 367 450 0 NA NA 673 886 840 NA NA 1642 1031 882 NA
1476608400.0 1338.0 NA 171 237 0 NA NA 364 446 0 NA NA 1297 1326 1891 NA NA 1791 1485 1934 NA
1476608400.0 1339.0 NA 176 243 0 NA NA 364 450 0 NA NA 599 757 862 NA NA 748 1871 901 NA
1476608400.0 134.0 NA 200 33 0 NA NA 399 136 0 NA NA 2503 6 8 NA NA 2767 13 13 NA
1476608400.0 134.701 NA 44 224 0 NA NA 149 413 0 NA NA 262 7992 747 NA NA 357 8251 794 NA
1476608400.0 134.702 NA 44 214 0 NA NA 147 406 0 NA NA 140 4113 329 NA NA 164 4205 343 NA
1476608400.0 134.703 NA 40 226 0 NA NA 151 419 0 NA NA 133 4021 327 NA NA 164 4099 348 NA
1476608400.0 134.704 NA 37 217 0 NA NA 147 409 0 NA NA 133 3916 309 NA NA 185 4024 319 NA
1476608400.0 134.705 NA 43 221 0 NA NA 151 416 0 NA NA 137 4300 343 NA NA 173 4476 354 NA
1476608400.0 134.706 NA 41 227 0 NA NA 150 415 0 NA NA 326 11233 870 NA NA 351 12409 924 NA
1476608400.0 134.707 NA 39 217 0 NA NA 150 408 0 NA NA 133 3846 331 NA NA 176 3897 392 NA
1476608400.0 134.708 NA 37 215 0 NA NA 149 407 0 NA NA 136 3622 313 NA NA 201 3716 346 NA
1476608400.0 134.709 NA 47 224 0 NA NA 151 427 0 NA NA 128 3984 328 NA NA 162 4078 337 NA
1476608400.0 134.71 NA 38 216 0 NA NA 144 405 0 NA NA 240 5912 649 NA NA 258 7920 701 NA
1476608400.0 134.801 NA 43 213 0 NA NA 152 407 0 NA NA 121 2808 312 NA NA 158 3051 334 NA
1476608400.0 134.802 NA 37 224 0 NA NA 154 411 0 NA NA 359 13905 722 NA NA 438 19255 751 NA
1476608400.0 134.803 NA 41 221 0 NA NA 154 409 0 NA NA 163 4670 303 NA NA 216 4834 331 NA
1476608400.0 134.804 NA 44 229 0 NA NA 153 420 0 NA NA 426 13605 774 NA NA 537 19221 797 NA
1476608400.0 134.805 NA 39 227 0 NA NA 155 422 0 NA NA 348 12602 792 NA NA 587 13090 815 NA
1476608400.0 134.806 NA 42 228 0 NA NA 152 420 0 NA NA 383 15331 710 NA NA 409 26331 729 NA
1476608400.0 134.807 NA 82 236 0 NA NA 214 430 0 NA NA 502 8110 566 NA NA 698 8677 600 NA
1476608400.0 134.808 NA 75 243 0 NA NA 212 432 0 NA NA 1123 14299 915 NA NA 1449 21760 931 NA
1476608400.0 134.809 NA 37 215 0 NA NA 151 409 0 NA NA 167 4795 310 NA NA 200 5042 324 NA
1476608400.0 134.81 NA 43 217 0 NA NA 152 410 0 NA NA 160 4811 315 NA NA 217 5254 339 NA
1476608400.0 134.811 NA 38 222 0 NA NA 152 416 0 NA NA 338 13190 693 NA NA 353 13761 713 NA
1476608400.0 134.812 NA 41 211 0 NA NA 150 403 0 NA NA 126 2683 322 NA NA 151 2807 361 NA
1476608400.0 134.901 NA 43 212 0 NA NA 152 405 0 NA NA 127 2815 322 NA NA 149 4275 333 NA
